1943-01-20, 15000.00
1948-07-13, 14000.00
1949-06-11, 5880.00
1950-04-01, 1860.00
1951-04-20, 1070.00
1952-03-28, 2760.00
1953-05-06, 5880.00
1953-12-09, 3600.00
1955-04-17, 2100.00
1956-09-26, 2240.00
1957-05-14, 3210.00
1958-03-11, 3210.00
1959-02-05, 3060.00
1960-04-06, 7800.00
1961-04-13, 5760.00
1962-01-09, 4180.00
1963-01-22, 2560.00
1964-09-15, 4600.00
1964-12-27, 6360.00
1966-03-05, 9000.00
1972-12-07, 8300.00
1985-05-13, 1830.00
1985-12-14, 1870.00
1987-01-23, 2550.00
1988-02-21, 1280.00
1989-07-07, 1610.00
1990-03-20, 11300.00
1991-03-05, 5510.00
1992-02-18, 2340.00
1993-04-03, 3970.00
1994-07-07, 29500.00
1995-02-21, 4540.00
1996-03-10, 2760.00
1997-02-23, 2830.00
1998-03-10, 12800.00
1998-10-03, 2030.00
2000-04-04, 1640.00
2001-03-07, 4650.00
2002-02-11, 1040.00
2003-04-12, 2010.00
2004-09-19, 4030.00
2005-03-29, 9550.00
2006-03-02, 1980.00
2007-04-16, 1350.00
2008-01-03, 2750.00
2008-12-14, 6660.00
2009-12-16, 8290.00
2011-02-09, 1900.00
2012-02-21, 925.00
2013-02-27, 4390.00
2014-04-22, 4290.00
2015-04-22, 2490.00
2015-12-25, 11800.00
2017-01-05, 5350.00
2018-02-15, 1590.00
2018-12-02, 3520.00
