1945-00-00, 26.00
1946-00-00, 43.00
1947-00-00, 38.00
1948-00-00, 71.00
1949-00-00, 64.00
1950-00-00, 94.00
1951-00-00, 70.00
1952-00-00, 86.00
1953-00-00, 100.00
1954-00-00, 151.00
1955-00-00, 72.00
1956-00-00, 146.00
1957-00-00, 113.00
1958-00-00, 76.00
1959-00-00, 121.00
1960-00-00, 59.00
1961-00-00, 92.00
1962-00-00, 47.00
1963-06-01, 55.00
1964-06-07, 75.00
1965-06-13, 157.00
1966-05-10, 58.00
1967-06-01, 77.00
1968-06-13, 71.00
1969-05-27, 83.00
1970-06-09, 108.00
1971-06-24, 225.00
1972-06-07, 162.00
1973-05-20, 46.00
1974-06-15, 116.00
1975-06-15, 61.00
1976-06-03, 93.00
1977-06-08, 22.00
1978-06-09, 116.00
1979-05-28, 72.00
1980-05-23, 68.00
1981-06-09, 59.00
1982-06-17, 86.00
1983-06-11, 98.00
1984-05-31, 80.00
1985-05-25, 40.40
1986-06-01, 184.00
1987-05-31, 36.00
1988-05-26, 61.00
1989-06-12, 107.00
1990-06-11, 54.00
1991-06-05, 80.00
1992-05-22, 19.00
1993-05-28, 56.00
1994-05-12, 58.00
1995-06-14, 91.00
1996-06-10, 166.00
1997-06-04, 170.00
1998-06-03, 68.00
1999-06-16, 91.00
2000-05-29, 40.00
2001-05-16, 37.00
2002-06-01, 51.00
2003-05-28, 72.00
2004-06-11, 36.00
2005-05-23, 83.00
2006-05-22, 90.00
2007-05-13, 28.00
2008-06-19, 123.00
2009-06-05, 103.00
2010-06-08, 68.00
2011-06-24, 139.00
2012-05-18, 47.00
2013-05-16, 37.00
2014-05-28, 110.00
2015-06-01, 49.00
2016-05-09, 36.00
2017-06-07, 188.00
2018-05-25, 104.00
2019-06-07, 75.70
