1983-01-06, 500.00
1984-02-13, 376.00
1985-06-07, 605.00
1986-02-23, 892.00
1986-11-27, 310.00
1987-12-10, 799.00
1988-11-22, 295.00
1990-04-27, 660.00
1991-01-15, 260.00
1991-11-25, 415.00
1993-03-23, 480.00
1994-01-03, 185.00
1995-02-01, 1110.00
1996-02-07, 2430.00
1997-01-01, 1100.00
1997-10-30, 976.00
1998-12-28, 582.00
1999-11-26, 1940.00
2001-05-16, 297.00
2002-04-14, 845.00
2003-01-30, 862.00
2003-12-13, 288.00
2005-03-27, 413.00
2006-01-11, 1090.00
2006-12-14, 1040.00
2007-12-04, 666.00
2008-11-13, 622.00
2010-06-03, 652.00
2011-01-16, 1290.00
2011-12-30, 1370.00
2012-12-05, 1100.00
2014-03-09, 913.00
2014-12-21, 1450.00
2015-12-07, 1080.00
2017-03-18, 597.00
2017-10-22, 1250.00
