1957-06-28, 39900.00
1957-12-20, 5320.00
1959-01-21, 7780.00
1960-06-23, 3780.00
1961-05-08, 4680.00
1962-01-26, 15100.00
1963-03-05, 9820.00
1964-04-21, 11600.00
1965-04-06, 2990.00
1966-02-11, 756.00
1966-12-09, 2840.00
1967-12-22, 9880.00
1969-01-30, 3670.00
1969-10-13, 3930.00
1971-06-12, 3840.00
1972-04-07, 3370.00
1972-11-02, 4550.00
1974-06-23, 7760.00
1975-02-23, 4210.00
1976-02-17, 4520.00
1977-08-07, 1830.00
1977-10-02, 5310.00
1979-03-04, 6170.00
1980-03-08, 2180.00
1981-07-15, 2250.00
1982-08-05, 3860.00
1982-12-26, 3350.00
1984-04-22, 3120.00
1985-02-23, 7350.00
1985-12-11, 10400.00
1986-10-01, 2980.00
1988-04-07, 3010.00
1989-05-26, 12900.00
1990-03-11, 5290.00
1990-12-30, 16000.00
1992-09-22, 3780.00
1992-11-12, 12300.00
1993-11-15, 12000.00
1995-03-08, 3300.00
1996-05-09, 5170.00
1997-02-27, 7780.00
1998-06-15, 4740.00
1999-01-22, 6880.00
2000-08-18, 2150.00
2001-06-06, 3010.00
2002-05-13, 7090.00
2003-09-01, 11300.00
2004-01-05, 4830.00
2005-01-04, 5650.00
2006-04-17, 3800.00
2007-01-15, 4500.00
2008-06-07, 10300.00
2009-02-12, 6590.00
2010-06-22, 3170.00
2011-02-28, 23300.00
2011-12-15, 3030.00
2013-04-19, 23900.00
2014-02-21, 6980.00
2015-06-19, 11800.00
2015-12-27, 7280.00
2017-05-05, 5900.00
2018-04-03, 6160.00
2019-02-07, 3560.00
