1965-06-13, 1680.00
1966-05-30, 600.00
1967-06-23, 764.00
1968-06-20, 972.00
1969-05-27, 830.00
1970-06-25, 1180.00
1971-06-21, 1280.00
1972-06-08, 825.00
1973-06-14, 942.00
1974-06-05, 1300.00
1975-07-05, 1000.00
1976-06-05, 842.00
1977-06-09, 640.00
1978-06-15, 1330.00
1979-06-15, 1380.00
1980-06-12, 1190.00
1981-06-08, 722.00
1982-06-25, 1320.00
1983-06-25, 1460.00
1984-06-21, 1020.00
1985-06-08, 1220.00
1986-06-10, 1340.00
1987-05-16, 548.00
1988-06-07, 1090.00
1989-05-29, 540.00
1990-06-11, 948.00
1991-06-02, 866.00
1992-05-26, 565.00
1993-06-16, 1170.00
1994-06-01, 940.00
1995-06-16, 1420.00
1996-06-10, 1190.00
1997-06-02, 1490.00
1998-06-02, 1000.00
1999-06-21, 1320.00
2000-05-29, 1210.00
2001-05-16, 874.00
2002-05-30, 482.00
2003-06-01, 1530.00
2004-06-07, 640.00
2005-05-30, 1240.00
2006-05-23, 1660.00
2007-05-20, 797.00
2008-06-19, 1520.00
2009-06-03, 1440.00
2010-06-07, 2280.00
2011-06-30, 2180.00
2012-05-23, 562.00
2013-05-26, 947.00
2014-05-29, 1680.00
2015-06-11, 1120.00
2016-06-10, 1580.00
2017-06-10, 1240.00
2018-05-26, 834.00
2019-06-21, 1620.00
