1.0001	0.9999	1324.31	1794.36	905.093	1275.98	
1.0005	0.9995	1824.43	2395.13	1298.88	1532.45	
1.001	0.999	2116.72	2739.05	1535.44	1922.38	
1.002	0.998	2475.41	3155.49	1831.04	2277.34	
1.00503	0.995	3089.88	3857.59	2348.65	2941.02	
1.0101	0.99	3705.58	4550.1	2878.88	3588.66	
1.02041	0.98	4513.61	5446.67	3588.6	4380.12	
1.02564	0.975	4829.05	5793.74	3869.18	4719.23	
1.04167	0.96	5611.43	6649.22	4572.1	5516.25	
1.05263	0.95	6052.3	7128.6	4971.93	5943.81	
1.11111	0.9	7834.51	9054.66	6608.12	7760.75	
1.25	0.8	10674.8	12116	9250.55	10561.2	
1.42857	0.7	13313.6	14984.5	11709.2	13248.4	
1.66667	0.6	16056.3	18013.9	14243.5	16055.1	
1.75323	0.570376	16918.4	18978.1	15033.2	16898.3	
2	0.5	19105.5	21452.1	17020	19105.5	
2.32762	0.429624	21564.4	24281.1	19223.7	21591	
2.5	0.4	22708.9	25614.6	20238.7	22712.6	
3.33333	0.3	27284.5	31045.9	24233.2	27415.1	
5	0.2	33767.1	38981.6	29743.1	34104.6	
10	0.1	45249	53587.5	39181.7	45653.5	
20	0.05	57473.1	69735	48911.3	58435.6	
25	0.04	61592.9	75291.3	52133.4	62563.6	
40	0.025	70588.2	87596.7	59086.1	72036	
50	0.02	75015.8	93734.2	62471.3	77020.6	
100	0.01	89448.9	114069	73360.5	92038.7	
200	0.005	104959	136417	84851.1	109498	
500	0.002	127219	169256	101032	136567	
1000	0.001	145457	196746	114063	NaN	
2000	0.0005	164958	226650	127806	NaN	
10000	0.0001	215408	306102	162616	NaN	
