1.0001	0.9999	211.589	338.397	109.047	195.128	
1.0005	0.9995	308.865	468.165	172.236	225.619	
1.001	0.999	367.236	543.345	212.229	276.546	
1.002	0.998	440.028	635.015	263.872	368.426	
1.00503	0.995	566.703	790.348	357.621	491.092	
1.0101	0.99	695.556	944.315	457.089	636.768	
1.02041	0.98	866.516	1144.16	594.117	802.559	
1.02564	0.975	933.654	1221.6	649.239	874.34	
1.04167	0.96	1100.84	1412.58	789.151	1049.4	
1.05263	0.95	1195.33	1519.61	869.662	1142.15	
1.11111	0.9	1578.24	1949.57	1203.78	1540.73	
1.25	0.8	2187.83	2633.15	1750.37	2147.37	
1.42857	0.7	2750.43	3275.08	2258.26	2726.4	
1.66667	0.6	3329.83	3955.24	2775.82	3324.96	
1.75323	0.570376	3510.68	4172.17	2935.41	3503.22	
2	0.5	3966.73	4729.49	3332.97	3966.73	
2.32762	0.429624	4474.68	5367.56	3767.12	4485.01	
2.5	0.4	4709.37	5668.39	3964.67	4717.42	
3.33333	0.3	5636.82	6892.05	4727.79	5682.48	
5	0.2	6922.23	8669.97	5745.79	7029.76	
10	0.1	9123.55	11895.5	7409.71	9307.06	
20	0.05	11373.6	15382	9036.76	11778.9	
25	0.04	12112.5	16562.4	9558.58	12557.3	
40	0.025	13694.7	19142.5	10658.7	14346.7	
50	0.02	14458.9	20412.7	11182.5	15254.7	
100	0.01	16888.1	24544.6	12819.3	17950	
200	0.005	19404.1	28961.4	14475.7	21263.9	
500	0.002	22865.9	35240.3	16701.5	25535.4	
1000	0.001	25587.8	40324.2	18414.9	NaN	
2000	0.0005	28398.6	45696.8	20155.3	NaN	
10000	0.0001	35262.1	59283.1	24301	NaN	
