1.0001	0.9999	1.57622	4.33327	0.401323	1.30433	
1.0005	0.9995	4.63946	11.109	1.4307	2.14358	
1.001	0.999	7.51934	16.9397	2.52421	4.21066	
1.002	0.998	12.3454	26.1426	4.51851	8.43116	
1.00503	0.995	24.4117	47.5493	10.0471	18.4953	
1.0101	0.99	41.8533	76.4404	18.8677	35.533	
1.02041	0.98	73.6755	126.067	36.4575	63.4015	
1.02564	0.975	88.9967	149.105	45.4004	78.6253	
1.04167	0.96	134.272	215.197	73.0774	123.239	
1.05263	0.95	164.427	258.072	92.3017	151.376	
1.11111	0.9	320.8	472.792	198.231	307.88	
1.25	0.8	681.812	952.062	461.582	657.446	
1.42857	0.7	1131.85	1548.77	801.819	1114.69	
1.66667	0.6	1704.13	2323.64	1236.29	1702.25	
1.75323	0.570376	1903.97	2599.44	1387.09	1898.45	
2	0.5	2449.88	3366.89	1795.34	2449.88	
2.32762	0.429624	3123.59	4340.98	2291.02	3136.93	
2.5	0.4	3457.46	4833.98	2533.39	3467.02	
3.33333	0.3	4899.15	7031.98	3557.54	4959.6	
5	0.2	7179.78	10699.8	5117.43	7335.41	
10	0.1	11668.9	18428	8039.55	11966.3	
20	0.05	16786.2	27841.2	11212	17499.1	
25	0.04	18547.1	31198.8	12275.1	19327.2	
40	0.025	22412.5	38749.4	14568	23541.9	
50	0.02	24314.5	42546.9	15678.1	25741.2	
100	0.01	30455.4	55133.7	19194.9	32418.9	
200	0.005	36879.1	68764.7	22781.6	40070.5	
500	0.002	45672.8	88076.6	27570.4	50719.8	
1000	0.001	52464.3	103438	31190.1	NaN	
2000	0.0005	59311.2	119272	34780.9	NaN	
10000	0.0001	75148	157065	42899.3	NaN	
