1.0001	0.9999	0.00192741	0.00966013	0.000226046	0.00143312	
1.0005	0.9995	0.0121009	0.048489	0.00192414	0.00351403	
1.001	0.999	0.0274779	0.099766	0.00499875	0.0116263	
1.002	0.998	0.0636499	0.20913	0.013276	0.0352318	
1.00503	0.995	0.202049	0.580075	0.0507384	0.133736	
1.0101	0.99	0.50235	1.30024	0.145632	0.394173	
1.02041	0.98	1.30336	3.03779	0.437526	1.03914	
1.02564	0.975	1.79132	4.03611	0.630789	1.49022	
1.04167	0.96	3.57633	7.50449	1.3939	3.15301	
1.05263	0.95	5.02503	10.1969	2.05573	4.44348	
1.11111	0.9	15.3917	28.2428	7.31408	14.4876	
1.25	0.8	54.126	91.1291	29.6221	51.1316	
1.42857	0.7	125.588	204.721	73.6614	122.682	
1.66667	0.6	247.16	400.527	150.222	246.904	
1.75323	0.570376	296.802	481.879	181.507	295.557	
2	0.5	449.647	737.349	277.258	449.647	
2.32762	0.429624	670.309	1118.02	413.549	674.776	
2.5	0.4	791.841	1332.86	487.632	795.021	
3.33333	0.3	1400.42	2453.05	849.729	1426.58	
5	0.2	2609.09	4836.6	1537.32	2693.71	
10	0.1	5721.57	11568.8	3199.17	5930.35	
20	0.05	10251.2	22293.2	5467.48	10873.7	
25	0.04	12019.7	26689.7	6322.46	12733.9	
40	0.025	16239.9	37546.7	8313.32	17376.7	
50	0.02	18476	43477.9	9345.15	20000	
100	0.01	26349.9	65159.2	12882.1	28741.2	
200	0.005	35554.4	91769	16873.5	39770.7	
500	0.002	49559.3	134261	22737.5	57375.6	
1000	0.001	61358.9	171562	27532.7	NaN	
2000	0.0005	74026.5	212862	32566.3	NaN	
10000	0.0001	105908	321460	44838.2	NaN	
