1.0001	0.9999	12.159	17.5818	7.37214	11.6274	
1.0005	0.9995	15.3622	21.5661	9.71945	12.895	
1.001	0.999	17.1893	23.7963	11.0976	14.8526	
1.002	0.998	19.4029	26.4647	12.8	17.5484	
1.00503	0.995	23.1495	30.9133	15.7525	21.4046	
1.0101	0.99	26.8726	35.2671	18.7613	25.5019	
1.02041	0.98	31.7424	40.8865	22.7895	30.2814	
1.02564	0.975	33.6439	43.0626	24.3868	32.3204	
1.04167	0.96	38.3697	48.437	28.4064	37.1949	
1.05263	0.95	41.0423	51.4596	30.707	39.8013	
1.11111	0.9	51.9427	63.7148	40.2475	51.0539	
1.25	0.8	69.7293	83.6828	56.1355	68.7411	
1.42857	0.7	86.7749	103.044	71.465	86.1411	
1.66667	0.6	105.052	124.246	87.7951	104.919	
1.75323	0.570376	110.916	131.164	92.9877	110.687	
2	0.5	126.056	149.309	106.264	126.056	
2.32762	0.429624	143.498	170.721	121.305	143.769	
2.5	0.4	151.777	181.073	128.347	151.93	
3.33333	0.3	185.862	224.902	156.716	187.344	
5	0.2	236.81	293.617	197.511	240.923	
10	0.1	334.447	433.787	271.826	341.413	
20	0.05	448.439	608.167	354.309	466.422	
25	0.04	489.125	672.68	382.935	509.371	
40	0.025	581.86	823.555	446.923	615.282	
50	0.02	629.447	902.851	479.169	672.728	
100	0.01	793.301	1184.39	587.698	854.207	
200	0.005	984.07	1526.51	710.12	1109.59	
500	0.002	1283.93	2089.91	896.103	1503.67	
1000	0.001	1552.22	2616.2	1057.36	NaN	
2000	0.0005	1861.39	3244.68	1238.45	NaN	
10000	0.0001	2767.27	5195.61	1747.5	NaN	
