1.0001	0.9999	729.323	1047.15	432.467	684.423	
1.0005	0.9995	961.481	1324.58	606.786	756.241	
1.001	0.999	1091.08	1475.4	708.285	870.883	
1.002	0.998	1245.16	1651.72	832.274	1081.96	
1.00503	0.995	1497.85	1935.34	1042.38	1334.38	
1.0101	0.99	1739.58	2201.64	1250.02	1618.51	
1.02041	0.98	2042.36	2530.16	1517.69	1919.58	
1.02564	0.975	2156.72	2653.15	1620.64	2043.93	
1.04167	0.96	2432.3	2947.74	1872.28	2337.78	
1.05263	0.95	2583	3108.06	2011.71	2487.95	
1.11111	0.9	3163.79	3723.98	2557.99	3101.25	
1.25	0.8	4015.2	4633.31	3371.86	3955.03	
1.42857	0.7	4744.75	5431.57	4067.73	4709.47	
1.66667	0.6	5454.68	6234.17	4733.76	5446.29	
1.75323	0.570376	5669.19	6482.47	4931.96	5658.58	
2	0.5	6197.31	7105.82	5413.09	6197.31	
2.32762	0.429624	6766.44	7796.86	5920.39	6779.97	
2.5	0.4	7023.4	8115.29	6145.67	7035.36	
3.33333	0.3	8006.9	9368.84	6987.82	8061.99	
5	0.2	9300.16	11092.8	8053.32	9417.25	
10	0.1	11373	14004.3	9686.24	11562.1	
20	0.05	13354.1	16926.7	11184.5	13743.8	
25	0.04	13980.6	17875.4	11648.4	14403	
40	0.025	15288.2	19889.9	12603.6	15880.8	
50	0.02	15904.8	20855.2	13048.6	16608.5	
100	0.01	17808.8	23892.9	14402.9	18713	
200	0.005	19703.3	26994.8	15724.5	21209.2	
500	0.002	22203.6	31198.9	17435.2	24222.7	
1000	0.001	24097	34459.1	18708.5	NaN	
2000	0.0005	25995.1	37788.8	19967.9	NaN	
10000	0.0001	30427.2	45784	22851.5	NaN	
