1.0001	0.9999	135.687	209.86	78.4889	128.659	
1.0005	0.9995	211.284	312.74	129.387	165.319	
1.001	0.999	259.698	376.735	163.262	225.929	
1.002	0.998	322.943	458.746	208.669	286.83	
1.00503	0.995	440.236	607.33	295.596	409.794	
1.0101	0.99	568.059	765.535	393.408	542.031	
1.02041	0.98	749.927	986.038	536.693	717.841	
1.02564	0.975	824.97	1075.85	596.936	797.544	
1.04167	0.96	1020.24	1307.18	756.127	994.707	
1.05263	0.95	1135.75	1442.75	851.682	1105.86	
1.11111	0.9	1639.72	2027.26	1277.15	1616.83	
1.25	0.8	2552.99	3075.04	2067.93	2513.69	
1.42857	0.7	3508.48	4174.37	2904.11	3483.21	
1.66667	0.6	4599.51	5446.47	3856.05	4598.56	
1.75323	0.570376	4961.67	5873.79	4170.07	4952.81	
2	0.5	5919.7	7017.22	4994.65	5919.7	
2.32762	0.429624	7060.49	8403.46	5964.04	7073.32	
2.5	0.4	7613.68	9085.05	6429.23	7615.65	
3.33333	0.3	9958.18	12036.2	8367.8	10029.6	
5	0.2	13620	16819	11306	13826.5	
10	0.1	20988.9	26928.9	16984.7	21278.4	
20	0.05	29949.8	39858.2	23611.7	30730.1	
25	0.04	33209.2	44696.6	25967.1	34029.2	
40	0.025	40720.4	56074.7	31307.7	42047.6	
50	0.02	44609.7	62078.1	34031.8	46495.4	
100	0.01	58122.7	83439.6	43318.8	60776.2	
200	0.005	73995.8	109370	53947.1	79134.5	
500	0.002	99057.7	151778	70268.6	110654	
1000	0.001	121476	190947	84504.2	NaN	
2000	0.0005	147225	237121	100523	NaN	
10000	0.0001	221796	376487	145440	NaN	
