1.0001	0.9999	1115.34	1364.84	853.419	1083.58	
1.0005	0.9995	1326.29	1589.72	1044.23	1179.03	
1.001	0.999	1437.42	1706.69	1146.66	1319.74	
1.002	0.998	1564.7	1839.61	1265.41	1472.93	
1.00503	0.995	1764.76	2046.63	1454.79	1689.9	
1.0101	0.99	1947.9	2234.5	1630.66	1894.59	
1.02041	0.98	2168.58	2459.36	1845.24	2113.98	
1.02564	0.975	2249.83	2541.84	1924.87	2203	
1.04167	0.96	2441.67	2736.13	2113.97	2403.97	
1.05263	0.95	2544.49	2840.11	2215.85	2505.43	
1.11111	0.9	2929.54	3229.58	2599.59	2905.53	
1.25	0.8	3469.74	3780.38	3139.37	3444.04	
1.42857	0.7	3916.34	4244.36	3581.94	3902.51	
1.66667	0.6	4340.46	4695.59	3995.55	4338.78	
1.75323	0.570376	4466.98	4832.51	4117.33	4463.01	
2	0.5	4775.76	5171.44	4411.15	4775.76	
2.32762	0.429624	5104.74	5540.02	4718.73	5109.38	
2.5	0.4	5252.18	5707.68	4854.79	5254.4	
3.33333	0.3	5811.32	6356.63	5361.25	5831.47	
5	0.2	6536.94	7226.54	5999.02	6583.16	
10	0.1	7685.59	8655.56	6974.43	7746.03	
20	0.05	8774.84	10057.4	7871.39	8902.44	
25	0.04	9118.52	10507.7	8149.99	9251.26	
40	0.025	9835.71	11458.4	8725.6	10025.9	
50	0.02	10174	11911.8	8994.67	10412	
100	0.01	11220.6	13332.3	9818.24	11507.3	
200	0.005	12266.3	14776.8	10629.4	12747.1	
500	0.002	13656.3	16732	11692	14402.6	
1000	0.001	14718	18250.3	12493.3	NaN	
2000	0.0005	15791.5	19805.5	13295.2	NaN	
10000	0.0001	18339.2	23570.6	15169.6	NaN	
