1.0001	0.9999	1323.25	1546.26	1077.11	1297.07	
1.0005	0.9995	1490.6	1717.56	1237.13	1374.95	
1.001	0.999	1576.96	1805.26	1320.74	1486.12	
1.002	0.998	1674.62	1903.95	1416.04	1604.66	
1.00503	0.995	1825.88	2055.95	1565.08	1770.3	
1.0101	0.99	1962.35	2192.37	1700.84	1922.6	
1.02041	0.98	2124.75	2354.12	1863.71	2085.31	
1.02564	0.975	2184.07	2413.08	1923.51	2150.39	
1.04167	0.96	2323.27	2551.35	2064.33	2295.99	
1.05263	0.95	2397.43	2625	2139.59	2369.26	
1.11111	0.9	2672.91	2899.1	2420.01	2655.71	
1.25	0.8	3054.98	3282.98	2808.61	3037.32	
1.42857	0.7	3368.27	3603.79	3124.07	3358.59	
1.66667	0.6	3664.46	3914.2	3417.46	3663.13	
1.75323	0.570376	3752.64	4008.16	3503.67	3749.76	
2	0.5	3967.72	4240.52	3711.55	3967.72	
2.32762	0.429624	4196.44	4492.65	3928.78	4199.55	
2.5	0.4	4298.95	4607.31	4024.85	4300.31	
3.33333	0.3	4687.71	5051.08	4382.43	4701.72	
5	0.2	5192.87	5646.56	4833.1	5225.89	
10	0.1	5995.76	6628.17	5524.85	6037.88	
20	0.05	6762.47	7596.98	6165.48	6852.6	
25	0.04	7005.66	7909.61	6365.54	7099.73	
40	0.025	7515.34	8572.24	6780.76	7652.95	
50	0.02	7756.85	8889.51	6975.77	7929.55	
100	0.01	8508.59	9889.4	7576.46	8714.78	
200	0.005	9266.96	10915.5	8173.97	9622.77	
500	0.002	10286.8	12320.3	8966.08	10842.8	
1000	0.001	11075.2	13424	9570.6	NaN	
2000	0.0005	11880.8	14566.6	10182	NaN	
10000	0.0001	13827.6	17383.9	11636.8	NaN	
