1.0001	0.9999	117.411	185.872	62.9409	110.442	
1.0005	0.9995	162.676	247.069	92.5288	127.734	
1.001	0.999	189.782	282.735	110.975	155.793	
1.002	0.998	223.685	326.557	134.68	195.619	
1.00503	0.995	283.347	402.018	177.817	255.631	
1.0101	0.99	345.032	478.364	223.977	322.643	
1.02041	0.98	428.722	579.985	288.614	403.558	
1.02564	0.975	462.195	620.147	315.006	439.146	
1.04167	0.96	547.101	721.086	383.09	526.258	
1.05263	0.95	596.082	778.834	423.009	573.731	
1.11111	0.9	801.963	1019.2	594.638	785.29	
1.25	0.8	1154.27	1427.94	896.867	1134.18	
1.42857	0.7	1505.9	1839.66	1202.18	1492.8	
1.66667	0.6	1894.29	2303.89	1538.08	1891.75	
1.75323	0.570376	2020.94	2457.87	1646.74	2016.23	
2	0.5	2351.87	2866.71	1928.02	2351.87	
2.32762	0.429624	2739.21	3357.22	2251.9	2745.43	
2.5	0.4	2925.04	3597.02	2405.19	2928.63	
3.33333	0.3	3701.32	4628.22	3031.79	3734.95	
5	0.2	4888.13	6285.15	3953.24	4982.25	
10	0.1	7222.9	9766.08	5674.49	7388.79	
20	0.05	10012.8	14215.1	7626.32	10448.4	
25	0.04	11020.1	15883.7	8310.71	11511.5	
40	0.025	13332.5	19820.4	9850.11	14144.9	
50	0.02	14526.6	21905.4	10630.1	15585.4	
100	0.01	18666.8	29373.1	13270.5	20181.7	
200	0.005	23526.3	38541.2	16268.7	26633.7	
500	0.002	31216.3	53773	20847.9	36758	
1000	0.001	38126.3	68085.1	24830.9	NaN	
2000	0.0005	46107.3	85233.1	29310.7	NaN	
10000	0.0001	69513.6	138579	41903.9	NaN	
