Z07149000                       USGS 
H07149000       3702200982814002020007SW11060003903    903     1286.99          
N07149000       MEDICINE LODGE R NR KIOWA, KS
Y07149000       
307149000       19220908                      16.00                    
307149000       19380505  13000               11.05                    
307149000       19381103   2740                7.87                    
307149000       19400607   5020                8.10                    
307149000       19410609   6360                8.72                    
307149000       19411022  16000               11.75                    
307149000       19421004   8190                9.48                    
307149000       19440422   7900                9.52                    
307149000       19450928   9600                9.82                    
307149000       19460415   5070                7.80                    
307149000       19470410   7210                8.75                    
307149000       19480628   8700                9.54                    
307149000       19490905  13100               10.19                    
307149000       19500801   2460                7.30                    
307149000       19550526   33407               8.07                    
307149000       195706                        15.50Bd                   
307149000       19600826   3870                9.04                    
307149000       19610820   4060                9.20                    
307149000       19620601   4060                9.20                    
307149000       19630622   3130                8.60                    
307149000       19640506    376                4.73                    
307149000       19650606   6420               11.07                    
307149000       19651019   1740                6.592                   
307149000       19670414   1890                6.76                    
307149000       19680811   1650                7.19                    
307149000       19681017   6730               11.16                    
307149000       19700612   3150                8.59                    
307149000       19710603   3610                9.31                    
307149000       19711030   1370                6.59                    
307149000       19730331   6920               11.14                    
307149000       19731012  12000               12.10                    
307149000       19750624   1740                6.88                    
307149000       19760430   2960                8.60                    
307149000       19770523   2190                7.62                    
307149000       19780528   3750                9.45                    
307149000       19790511   5000                                        
307149000       19791031   7100               11.30                    
307149000       19810531   1140                5.58                    
307149000       19820710   4900               10.33                    
307149000       19830612   2100                7.48                    
307149000       19840614   1400                6.18                    
307149000       19850501   3980                8.63                    
307149000       19851011   5460               10.02                    
307149000       19870324   6480               10.22                    
307149000       19880402   1910                5.45                    
307149000       19890613   3200                7.92                    
307149000       19900601   2030                6.53                    
307149000       19910414   2140                6.68                    
307149000       19920805   1410                5.51                    
307149000       19930806   3850                8.47                    
307149000       19940606    273                2.58                    
307149000       19950527   9100               10.40                    
307149000       19960727  10300               11.65                    
307149000       19970412   5130                9.16                    
307149000       19980318   2160                5.83                    
307149000       19990702   5370                9.76                    
307149000       20000324   6080               10.48                    
307149000       20001026   2950                6.89                    
307149000       20020606   1800                5.25                    
307149000       20021003   3930                8.12                    
307149000       20040306   2730                6.60                    
307149000       20050613   1510                4.78                    
307149000       20060822   1350                4.52                    
307149000       20070713   3110                6.71                    
307149000       20080912   2700                6.56                    
307149000       20090914   2820                6.72                    
307149000       20100825   2050                5.63                    
307149000       20101113    500                2.77                    
307149000       20120203   1990                5.55                    
307149000       20130809    522                2.83                    
307149000       20140703    448                2.73                    
307149000       20150801   2710                6.70                    
307149000       20160419   1810                5.27                    
307149000       20170926   20102               5.605                   
