Z01413500                       USGS 
H01413500       4208410743913003636025SW02040102163    163     1301.67          
N01413500       EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY
Y01413500       
301413500       19370515   6000                7.603                   
301413500       19380921  13200               11.743                   
301413500       19390215   4710                6.723                   
301413500       19400331   9920               10.513                   
301413500       19410414   2120                4.603                   
301413500       19420309   8760                9.703                   
301413500       19421230   6240                8.063                   
301413500       19431109   3160                5.6636                   
301413500       19450101   4150                7.53                    
301413500       19460309   4800                8.05                    
301413500       19470405   3910                7.33                    
301413500       19480322  10600               11.28                    
301413500       19481231   8330               10.43                    
301413500       19500328   4440                7.92                    
301413500       19501125  206008              13.84                    
301413500       19511107   7830               10.21                    
301413500       19521211  10500               11.27                    
301413500       19531207   2890                6.51                    
301413500       19550819   99909              11.09                    
301413500       19551016  16200               12.87                    
301413500       19570123   2770                6.38                    
301413500       19571221   7470               10.01                    
301413500       19590122   6580                9.50                    
301413500       19591128   8200               10.46                    
301413500       19610226   5640                8.90                    
301413500       19620401   6520                9.46                    
301413500       19630327   5060                8.49                    
301413500       19640310   6550                9.48                    
301413500       19650208   2530                6.34                    
301413500       19660305   2280                6.06                    
301413500       19670402   2530                6.34                    
301413500       19680323   4020                7.71                    
301413500       19690728   5350                8.66                    
301413500       19700402   3490                7.07                    
301413500       19701023   4180                7.68                    
301413500       19720420   4150                7.66                    
301413500       19730629   7230                9.88                    
301413500       19731221  11600               11.62                    
301413500       19741208  10600               11.30                    
301413500       19760127   7220                9.87                    
301413500       19770314  11200               11.50                    
301413500       19780109  10300               11.30                    
301413500       19790306   5100                9.12                    
301413500       19800321  11500               12.02                    
301413500       19810211   8090               10.94                    
301413500       19820418   3570                7.77                    
301413500       19830425   4220                8.37                    
301413500       19840405   6600               10.28                    
301413500       19850927   2860                7.07                    
301413500       19860315  13300               12.50                    
301413500       19870404  16100               12.88                    
301413500       19880326   3060                7.00                    
301413500       19890506   3540                7.46                    
301413500       19891020   4140                7.99                    
301413500       19901110   7040               10.15                    
301413500       19911123   4580                8.35                    
301413500       19930411   5870                9.34                    
301413500       19940413   5790                9.28                    
301413500       19950308   2570                6.50                    
301413500       19960119  25800               14.88                    
301413500       19961109  14500               12.64                    
301413500       19980310   4740                8.62                    
301413500       19990917   74709              10.43                    
301413500       20000228   5030                8.86                    
301413500       20001217  12000               11.93                    
301413500       20020327   1470                5.55                    
301413500       20030904   4580                8.53                    
301413500       20040918  13900               12.66                    
301413500       20050403  14700               12.84                    
301413500       20060628  13600               12.60                    
301413500       20070416   4690                8.52                    
301413500       20080308   6120                9.59                    
301413500       20081212   5270                8.97                    
301413500       20100323  10400               11.71                    
301413500       20110828  355009              15.97                    
301413500       20120918   4220                8.06                    
301413500       20130529   3810                7.68                    
301413500       20140415   3450                7.34                    
301413500       20150410   2510                6.40                    
301413500       20160225   3590                7.51                    
301413500       20170502   3980                7.88                    
301413500       20171030   4910                8.72                    
301413500       20190415   5530                9.25                    
