Z06440200                       USGS 
H06440200       4358081014600004646071SW10140102257    257     2244.44          
N06440200       SOUTH FORK BAD R NEAR COTTONWOOD,SD
Y06440200       
306440200       19890311    315                7.53                    
306440200       19900520    273                7.31                    
306440200       19910531  152002              17.89                    
306440200       19920614    998               10.34                    
306440200       19930307   1140               10.83                    
306440200       19940303   1120               11.38                    
306440200       19950514   3700               13.13                    
306440200       19960528   7100               16.71                    
306440200       19970603   4690               14.392                   
306440200       19980615    740                9.56                    
306440200       19990606   2120               12.35                    
306440200       20000421   2210               12.64                    
306440200       20010309   1000               10.501                   
306440200       20020911    383                7.97                    
306440200       20030219    250                8.201                   
306440200       20040907    397                8.05                    
306440200       20050513   1730               12.09                    
306440200       20060330    241                7.24                    
306440200       20070507    701                9.45                    
306440200       20080606   2710               13.22                    
306440200       20090412   1060               10.73                    
306440200       20100315   1100               10.842                   
306440200       20110521   2240               12.95                    
306440200       20120507    155                6.74                    
306440200       20130602    453                9.11                    
306440200       20131016   1970               12.18                    
306440200       20150525   4460               14.30                    
306440200       20160417    830               10.74                    
306440200       20170219    195                7.32                    
306440200       20180622    814               10.68                    
306440200       20190522  10300               16.59                    
