Z06477500                       USGS 
H06477500       4346350981443004646035SW10160011588    588     1298.22          
N06477500       FIRESTEEL CR NEAR MOUNT VERNON,SD
Y06477500       
306477500       19560806    174                4.60                    
306477500       19570708    539                6.60                    
306477500       19580327    416                5.66                    
306477500       19590302   1.10                2.901                   
306477500       19600328   5780               15.13                    
306477500       19610616    225                4.76                    
306477500       19620617   3800               13.252                   
306477500       19630327   29.0                2.94                    
306477500       19640507    145                4.22                    
306477500       19650606   10.0                2.55                    
306477500       19660313   1150                8.782                   
306477500       19670620   1190                9.00                    
306477500       19680730    166                4.58                    
306477500       19690404   6610               15.342                   
306477500       19700422    320                5.602                   
306477500       19710317    900                9.072                   
306477500       19720515   1100                8.70                    
306477500       19730301    700                8.502                   
306477500       19740612    204                5.32                    
306477500       19750408   2.50                2.86                    
306477500       19760523   2.00                2.78                    
306477500       19770314    900                8.861                   
306477500       19780321   2280               11.61                    
306477500       19790307   10.0                3.861                   
306477500       19800627   1.00                2.95                    
306477500       19810804   16.0                3.46                    
306477500       19820227    350                7.601                   
306477500       19830419    172                5.06                    
306477500       19840621   5080               15.56                    
306477500       19850316   3700               13.411                   
306477500       19860510   4560               14.48                    
306477500       19870328   2330               11.96                    
306477500       19880526    306                6.27                    
306477500       19890314    3002               6.881                   
306477500       19900626    103                5.02                    
306477500       19910608    541                7.24                    
306477500       19920808   1940               11.21                    
306477500       19930705   1930               11.48                    
306477500       19940305   1000               10.45                    
306477500       19950510   5580               14.99                    
306477500       19960214    850               10.361                   
306477500       19970320   2690               12.37                    
306477500       19980711    636                7.60                    
306477500       19990507   2280               11.87                    
306477500       20000805   70.0                3.81                    
306477500       20010424   2680               12.35                    
306477500       20020330   74.0                3.86                    
306477500       20030316   11.0                2.79                    
306477500       20040612    822                8.45                    
306477500       20050614    795                8.64                    
306477500       20060408    122                4.67                    
306477500       20070507   2880               12.73                    
306477500       20080607   1440               10.46                    
306477500       20090713    300                6.54                    
306477500       20100731   7420               16.04                    
306477500       20110317   4720               13.862                   
306477500       20120507    460                6.57                    
306477500       20130626    220                4.93                    
306477500       20140618   12.0                2.772                   
306477500       20150622   0.93                2.222                   
306477500       20160502    572                7.18                    
306477500       20170727    355                6.38                    
306477500       20180319   22602              11.081                   
306477500       20190322   4970               14.552                   
