Z07315200                       USGS 
H07315200       3348460980505004848077SW11130209178    178     825.32           
N07315200       E Fk Little Wichita Rv nr Henrietta, TX
Y07315200       
307315200       19640508    367               13.15                    
307315200       19650528    685               18.47                    
307315200       19660430   6920               26.55                    
307315200       19670601   2470               23.38                    
307315200       19680313   1040               19.35                    
307315200       19690508   1500               21.22                    
307315200       19700502    965               18.57                    
307315200       19710825    391               14.20                    
307315200       19720512  15500               28.85                    
307315200       19730731   3310               24.29                    
307315200       19731126   1180               20.08                    
307315200       19750530   1360               21.41                    
307315200       19760524    410               14.59                    
307315200       19770328   3940               24.70                    
307315200       19780410    578               16.65                    
307315200       19790522    814               17.86                    
307315200       19800929   1410               20.76                    
307315200       19810304    709               16.71                    
307315200       19811013  32500               31.70                    
307315200       19830414    493               14.79                    
307315200       19831008    610               15.97                    
307315200       19850330   4960               25.51                    
307315200       19851020   1140               19.93                    
307315200       19870301   5590               26.12                    
307315200       19871227    775               17.87                    
307315200       19890516  17000               29.05                    
307315200       19900426  13400               27.69                    
307315200       19910509    204               11.10                    
307315200       19920523   9900               26.72                    
307315200       19930509  10400               27.76                    
307315200       19940526   3960               24.27                    
307315200       19950526   1740               20.73                    
307315200       19960328    103                9.77                    
307315200       19970221   8270               26.36                    
307315200       19980317   4880               25.16                    
307315200       19990511    643               15.17                    
307315200       20000502    406               12.96                    
307315200       20010217   3200               23.79                    
307315200       20020606    816               16.37                    
307315200       20021230    113                9.26                    
307315200       20040425   1150               18.86                    
307315200       20050105   1660               20.40                    
307315200       20060504    555               14.31                    
307315200       20070331   2910               23.13                    
307315200       20080320    777               14.73                    
307315200       20090501   4030               24.32                    
307315200       20100515   4390               24.56                    
307315200       20110918    193               10.48                    
307315200       20120405   1670               20.20                    
307315200       20130403   57.0                7.49                    
307315200       20140717    654               14.63                    
307315200       20150520  19600               28.79                    
307315200       20160418  11900               27.53                    
307315200       20170220   1670               20.99                    
307315200       20180328    905               16.18                    
307315200       20190604   2050               21.52                    
