Z08165300                       USGS 
H08165300       3003500992312004848265SW12100201169    169     1800.10          
N08165300       N Fk Guadalupe Rv nr Hunt, TX
Y08165300       
308165300       19320701 1400007              37.30                    
308165300       19680120   3200                9.95                    
308165300       19690412   44.0                5.00                    
308165300       19691012   5270               11.89                    
308165300       19710813  26300               22.86                    
308165300       19711019   1230                7.89                    
308165300       19730708   55.0                4.86                    
308165300       19731013  38400               26.55                    
308165300       19741031   8710               14.46                    
308165300       19760716    143                5.45                    
308165300       19770415  23200               22.11                    
308165300       19780803  39300               26.80                    
308165300       19790606   1890                8.75                    
308165300       19800929  27800               23.36                    
308165300       19810616  21000               21.21                    
308165300       19811013  21000               21.22                    
308165300       19830215    124                5.38                    
308165300       19840109   21.01               4.315                   
308165300       19841231  21500               21.43                    
308165300       19851019  57000               29.81                    
308165300       19870717  53700               29.30                    
308165300       19880711   5720               12.31                    
308165300       19890128   50.0                4.67                    
308165300       19900803  10700                9.833                   
308165300       19910916   4050                7.45                    
308165300       19911221   4890                7.83                    
308165300       19921119   1110                5.45                    
308165300       19940513  10500                9.77                    
308165300       19950530    475                4.63                    
308165300       19960915   1590                5.91                    
308165300       19961028  26300               13.77                    
308165300       19980823  16600               11.39                    
308165300       19990620   2370                6.48                    
308165300       20000519   53.0                2.32                    
308165300       20001023  20900               12.45                    
308165300       20011115  21400               12.58                    
308165300       20021008    313                3.26                    
308165300       20040406  10800                9.86                    
308165300       20041116   51.0                2.06                    
308165300       20060103   35.0                2.01                    
308165300       20070525   8910                9.30                    
308165300       20080818   57.4                1.752                   
308165300       20090802    617                3.48                    
308165300       20100415   6360                7.97                    
308165300       20110516   59.0                1.682                   
308165300       20120510   2640                5.73                    
308165300       20130526    164                2.36                    
308165300       20140512    297                2.79                    
308165300       20150524   3150                6.11                    
308165300       20160601   2690                5.77                    
308165300       20170214   93.3                2.19                    
308165300       20180917    234                2.68                    
308165300       20181016  23100               13.31                    
