Z08082700                       USGS 
H08082700       3319450992753004848447SW12060101104    104     1350.00          
N08082700       Millers Ck nr Munday, TX
Y08082700       
308082700       19640615   54.0                4.33                    
308082700       19650601   76.0                4.86                    
308082700       19660831   1000               14.47                    
308082700       19670720    868               13.23                    
308082700       19680122    694               11.92                    
308082700       19690507    880               14.10                    
308082700       19700307    450                9.82                    
308082700       19710826   1040               14.75                    
308082700       19720905    538               11.22                    
308082700       19730603    998               14.70                    
308082700       19740924   27.0                2.62                    
308082700       19750731    179                5.63                    
308082700       19760831   22.0                2.45                    
308082700       19761030    165                5.20                    
308082700       19780804  34600               17.53                    
308082700       19790626    440                9.50                    
308082700       19800929   1360               13.41                    
308082700       19810228   66.0                3.54                    
308082700       19820625   8630               16.03                    
308082700       19830131   10.0                1.85                    
308082700       19831020   13.0                1.98                    
308082700       19850607    441                9.09                    
308082700       19860605    261                6.52                    
308082700       19870529   2410               14.03                    
308082700       19880919   2310               14.27                    
308082700       19890913   47.0                2.34                    
308082700       19900419   2680               14.48                    
308082700       19910609   2730               14.13                    
308082700       19920608   3190               14.35                    
308082700       19930216    163                4.31                    
308082700       19940513    162                4.27                    
308082700       19941017    734               12.13                    
308082700       19960531    100                3.20                    
308082700       19970624    273                6.24                    
308082700       19980705   1700               13.64                    
308082700       19990129   30.0                1.79                    
308082700       20000528    298                6.37                    
308082700       20001124    605               10.67                    
308082700       20020606   1230               13.62                    
308082700       20030612    520                9.71                    
308082700       20040729    415                8.28                    
308082700       20050816  17200               17.51                    
308082700       20060507    187                4.78                    
308082700       20070602   1630               14.20                    
308082700       20080529    274                5.77                    
308082700       20090614    262                6.03                    
308082700       20100418    308                7.57                    
308082700       20101001   1.80                0.56                    
308082700       20120913    334                9.67                    
308082700       20130620    240                7.95                    
308082700       20140717   40.0                4.47                    
308082700       20150507   3880               16.36                    
308082700       20151228    843               13.55                    
308082700       20170603   2160               15.01                    
308082700       20180908   4270               16.60                    
308082700       20181013   5180               16.86                    
