Z07291000                       USGS 
H07291000       3130110904639002828037SW08060205181    181     212.22           
N07291000       HOMOCHITTO RIVER AT EDDICETON, MS
Y07291000       
307291000       19390329  30900               12.733                   
307291000       19400703  20600               11.093                   
307291000       19401213  18200               10.703                   
307291000       19420515  26000               12.003                   
307291000       19430409  11800                9.743                   
307291000       19440329  21000               13.843                   
307291000       19450205  10500                9.103                   
307291000       19460206  13100                9.983                   
307291000       19470401  21700               14.523                   
307291000       19480302  10000                9.273                   
307291000       19490331  23400               14.703                   
307291000       19500502  26200               15.743                   
307291000       19510328   8310                8.563                   
307291000       19511214   4660                6.703                   
307291000       19530517  28100               16.373                   
307291000       19540327   4960                6.733                   
307291000       19550413  23400               14.673                   
307291000       19560315  11300                9.763                   
307291000       19570628  11000                9.663                   
307291000       19580616  15400               11.593                   
307291000       19590612   8710                8.563                   
307291000       19591217  22000               14.233                   
307291000       19610328  20500               15.563                   
307291000       19611217  16700               12.123                   
307291000       19630119  18800               12.983                   
307291000       19640426  17000               12.243                   
307291000       19641004  29400               16.823                   
307291000       19660426  26200               15.703                   
307291000       19670504  17400               12.383                   
307291000       19680413   8480                8.383                   
307291000       19690413  10500                9.453                   
307291000       19700304   4420                5.933                   
307291000       19710302   7980                8.103                   
307291000       19711206  27900               16.313                   
307291000       19730324  26000               15.643                   
307291000       19740413  55400               19.533                   
307291000       19750608  19400               13.203                   
307291000       19760330  15300               11.553                   
307291000       19770421  15500               11.613                   
307291000       19780507  43500               17.523                   
307291000       19790120  20300               12.543                   
307291000       19800412  19700               12.293                   
307291000       19810702  16400               11.103                   
307291000       19820331  13800               10.003                   
307291000       19830406  35200               16.433                   
307291000       19840305  24000               13.7036                   
307291000       19841021  23600               18.58                    
307291000       19860319  10100               13.25                    
307291000       19861124  15900               15.91                    
307291000       19880330   7960               12.14                    
307291000       19890519  26900               19.45                    
307291000       19900513  33600               21.06                    
307291000       19910414  20800               17.65                    
307291000       19920827  21800               18.00                    
307291000       19930112  17000               16.30                    
307291000       19940127  30400               20.33                    
307291000       19950423  15500               15.73                    
307291000       19951218  11900               14.15                    
307291000       19970427  23100               18.43                    
307291000       19980107  22300               18.15                    
307291000       19990130  16400               16.10                    
307291000       20000403   2710                9.92                    
307291000       20010302  35700               20.88                    
307291000       20020926  23300               17.94                    
307291000       20030222  34800               20.69                    
307291000       20040205  23500               19.25                    
307291000       20041209  18600               16.83                    
307291000       20060320   7680               12.90                    
307291000       20061230  11000               14.33                    
307291000       20080902  27100               19.07                    
307291000       20090106  13100               15.07                    
307291000       20100204   8640               13.40                    
307291000       20110309  23900               18.27                    
307291000       20120830  20800               17.52                    
307291000       20130110  26800               18.99                    
307291000       20140328  18400               16.76                    
307291000       20150419   8570               13.28                    
307291000       20160203  35400               20.89                    
307291000       20170121  20500               17.37                    
307291000       20180226  15300               15.81                    
307291000       20190418  15300               15.81                    
