Z01013500                       USGS 
H01013500       4714150683458002323003SW01010003873    873     511.38           
N01013500       Fish River near Fort Kent, Maine
Y01013500       
301013500       19040507   8420                                        
301013500       19050507   3170                                        
301013500       19060511   8560                                        
301013500       19070521   7810                                        
301013500       19080509   9010                                        
301013500       19300508   9380                9.86                    
301013500       19310424   5110                7.40                    
301013500       19320423   7530                8.81                    
301013500       19330505   9980               10.15                    
301013500       19340426  11000               10.50                    
301013500       19350501   7900                8.80                    
301013500       19360324   8210                8.73                    
301013500       19370503   7010                8.06                    
301013500       19380429   5630                7.35                    
301013500       19390511  10700               10.20                    
301013500       19400506   8640                9.30                    
301013500       19410422   8460                9.22                    
301013500       19420505  10600               10.45                    
301013500       19430513   8460                9.23                    
301013500       19440511   5710                7.55                    
301013500       19450414   8340                9.33                    
301013500       19460517   7840                8.81                    
301013500       19470508  11000               10.27                    
301013500       19480511   5800                7.50                    
301013500       19490424   5700                7.44                    
301013500       19500429   6330                7.82                    
301013500       19510416   8600                9.05                    
301013500       19520430   8530                9.01                    
301013500       19530407   9120                9.33                    
301013500       19540424   9380                9.47                    
301013500       19550505  10900               10.25                    
301013500       19560515   4890                6.92                    
301013500       19570430   6120                7.68                    
301013500       19580426  12000               10.81                    
301013500       19590507   5660                7.40                    
301013500       19600516  10100                9.85                    
301013500       19610516  13400               11.49                    
301013500       19620508   4090                6.42                    
301013500       19630506   8820                9.17                    
301013500       19631113   6400                7.85                    
301013500       19650513   2970                5.702                   
301013500       19660426   5840                7.51                    
301013500       19670512   6390                7.79                    
301013500       19680421   8430                8.96                    
301013500       19690512  12500               10.822                   
301013500       19700503   9280                9.19                    
301013500       19710512  10500                9.78                    
301013500       19720519  10400                9.74                    
301013500       19730430  15800               12.43                    
301013500       19740516  11000               10.04                    
301013500       19750514   9380                9.24                    
301013500       19760424   8740                8.92                    
301013500       19770428   8920                9.01                    
301013500       19780511   8740                8.98                    
301013500       19790430  13100               11.11                    
301013500       19800416   5610                7.29                    
301013500       19810413   6140                7.18                    
301013500       19820429   9700                8.87                    
301013500       19830426  14000               11.75                    
301013500       19840502  11600               10.43                    
301013500       19850501   7340                8.08                    
301013500       19860426   6020                7.13                    
301013500       19870408   8390                8.67                    
301013500       19880413   4900                6.62                    
301013500       19890515   6860                7.73                    
301013500       19900429   8500                8.71                    
301013500       19910504  10400                9.72                    
301013500       19920425   7360                8.09                    
301013500       19930424   7480                8.15                    
301013500       19940509   8040                8.42                    
301013500       19950504   6810                7.74                    
301013500       19960428  10900               10.01                    
301013500       19970517  10400                9.75                    
301013500       19980421   9910                9.45                    
301013500       19990424   6080                7.30                    
301013500       20000426   8360                8.60                    
301013500       20010504   7570                8.17                    
301013500       20020420   7320                7.93                    
301013500       20030427   7810                8.10                    
301013500       20040422   6360                7.392                   
301013500       20050501  14000               10.88                    
301013500       20060417   8000                8.21                    
301013500       20070503   8420                8.39                    
301013500       20080430  18300               13.93                    
301013500       20090426  10200                9.23                    
301013500       20100410   9490                8.90                    
301013500       20110506  10500                9.33                    
301013500       20120427   5980                7.63                    
301013500       20130426   6630                7.97                    
301013500       20140505   8880                9.06                    
301013500       20150427   6790                8.02                    
301013500       20160424   7630                8.34                    
301013500       20170503  11900               10.22                    
301013500       20180503  16700               12.03                    
