Z06853800                       USGS 
H06853800       3953570981500002020089SW10250016227    227     1600.84          
N06853800       WHITE ROCK C NR BURR OAK, KS
Y06853800       
306853800       19500709                      32.60                    
306853800       19580718   1190               13.30                    
306853800       19590504   1230               13.56                    
306853800       19600327   2280               16.93                    
306853800       19610606   4940               18.96                    
306853800       19620624   1730               15.10                    
306853800       19630922   3900               18.29                    
306853800       19640820   1160               13.91                    
306853800       19650930   2410               16.51                    
306853800       19660821    419                8.39                    
306853800       19670621   1920               16.12                    
306853800       19680916    832               11.86                    
306853800       19690227   1490               13.83                    
306853800       19700419    378                8.48                    
306853800       19710614   1470               13.76                    
306853800       19720728   1270               12.95                    
306853800       19730903  15800               25.06                    
306853800       19731011   4630               20.84                    
306853800       19750622   3010               17.82                    
306853800       19760416    742               11.56                    
306853800       19770708    388                8.89                    
306853800       19780918   1570               14.80                    
306853800       19790303   1220               13.68                    
306853800       19800601   1020               12.80                    
306853800       19810528   2620               16.83                    
306853800       19820525   1210               13.47                    
306853800       19830525    604               10.06                    
306853800       19840609   1400               14.24                    
306853800       19850803   2630               17.66                    
306853800       19860906    992               12.51                    
306853800       19870323   2420               17.24                    
306853800       19880719   4470               20.59                    
306853800       19890701  11100               23.76                    
306853800       19900727   1500               14.90                    
306853800       19910529    458                8.37                    
306853800       19920723   1380               14.52                    
306853800       19930717   4990               19.53                    
306853800       19940304    656               11.18                    
306853800       19950528    836               11.45                    
306853800       19960721    851               11.56                    
306853800       19970624   4640               20.36                    
306853800       19980706   1480               14.68                    
306853800       19990524    541                9.93                    
306853800       20000325   26.0                2.42                    
306853800       20010506   1790               15.12                    
306853800       20020527    167                5.01                    
306853800       20030524    101                3.83                    
306853800       20040707    683               11.37                    
306853800       20050726    855               12.30                    
306853800       20060510    387                8.05                    
306853800       20070601    502                9.87                    
306853800       20080524   2620               17.35                    
306853800       20081023   2520               17.04                    
306853800       20100622   1860               15.39                    
306853800       20110525   6660               21.30                    
306853800       20120414    308                8.12                    
306853800       20130618    194                6.60                    
306853800       20140601    936               12.54                    
306853800       20150507   7400               21.87                    
306853800       20160812    457                8.13                    
306853800       20170520   1410               14.18                    
