Z06889200                       USGS 
H06889200       3914180955318002020085SW10270102149    149     940.18           
N06889200       SOLDIER C NR DELIA, KS
Y06889200       
306889200       19510621                      24.00                    
306889200       19581007   2700               19.40                    
306889200       19600328   3380               20.40                    
306889200       19610913   3040               19.32                    
306889200       19611011   4000               21.00                    
306889200       19621007   1850               15.60                    
306889200       19640623   3050               19.18                    
306889200       19650922   5380               21.11                    
306889200       19660609   1400               13.58                    
306889200       19670612   7580               21.45                    
306889200       19680810   5560               21.57                    
306889200       19690427   4450               20.92                    
306889200       19700604   3930               20.61                    
306889200       19710522   1400               15.19                    
306889200       19720908   3330               19.76                    
306889200       19730927   5460               20.932                   
306889200       19731011   7020               21.53                    
306889200       19750610   4940               20.63                    
306889200       19760506   3300               19.12                    
306889200       19770913   8380               21.75                    
306889200       19780601   4370               19.81                    
306889200       19790303   4000               19.50                    
306889200       19800330   5920               20.74                    
306889200       19810802   4120               19.49                    
306889200       19820609  29400               23.95                    
306889200       19830619   5360               20.39                    
306889200       19840610  16700               22.81                    
306889200       19850930   3330               17.60                    
306889200       19860517   6040               20.76                    
306889200       19870528   9950               21.60                    
306889200       19880402   2370               14.21                    
306889200       19890906   3960               18.74                    
306889200       19900615   4350               19.06                    
306889200       19910427   8560               21.11                    
306889200       19920318   4010               18.70                    
306889200       19930710   8520               21.10                    
306889200       19940608   1500               12.14                    
306889200       19950513  19900               23.09                    
306889200       19960527   4840               19.63                    
306889200       19970411   5720               21.51                    
306889200       19980726   3770               15.27                    
306889200       19990628  16300               24.84                    
306889200       20000624   1840               16.32                    
306889200       20010918   6560               26.44                    
306889200       20020511   3840               19.85                    
306889200       20030420   1230               16.90                    
306889200       20040305   3150               22.85                    
306889200       20050605   6100               28.78                    
306889200       20051002  59600               33.00                    
306889200       20070507   9490               29.10                    
306889200       20071211   3100               22.38                    
306889200       20090427  10600               28.71                    
306889200       20100705  10800               28.75                    
306889200       20110602   6460               27.31                    
306889200       20111220   1020               13.81                    
306889200       20130529   2860               20.18                    
306889200       20140220   1580               16.36                    
306889200       20150605  13100               29.61                    
306889200       20160527  11300               29.16                    
306889200       20170519   6750               26.84                    
