Z07299670                       USGS 
H07299670       3421160994424004848197SW11130101303    303     1425.69          
N07299670       Groesbeck Ck at SH 6 nr Quanah, TX
Y07299670       
307299670       19620609   6230               20.34                    
307299670       19630917    768               12.93                    
307299670       19640927    321                8.73                    
307299670       19650919   3910               18.70                    
307299670       19651018  12000               22.93                    
307299670       19670413    764               12.87                    
307299670       19680601    761               12.84                    
307299670       19690827   2410               17.22                    
307299670       19700430    745               12.71                    
307299670       19710918   1600               15.73                    
307299670       19711029    744               12.95                    
307299670       19730603   3140               18.01                    
307299670       19740919  13900               23.56                    
307299670       19750725   4820               19.39                    
307299670       19760416   1700               16.02                    
307299670       19770510    554               10.95                    
307299670       19780521   6840               20.66                    
307299670       19790609    824               13.31                    
307299670       19800516   2060               16.72                    
307299670       19810602    706               12.44                    
307299670       19811012    723               12.68                    
307299670       19830521   17.0                6.53                    
307299670       19831020  18000               24.78                    
307299670       19850605    838               13.98                    
307299670       19860929   2830               17.68                    
307299670       19870528   4090               18.80                    
307299670       19880919   3030               17.83                    
307299670       19890913   2650               17.47                    
307299670       19900601    934               13.61                    
307299670       19910603   8820               21.24                    
307299670       19920418    405               10.28                    
307299670       19930509   2280               16.28                    
307299670       19940526    290                9.41                    
307299670       19950605  11500               22.18                    
307299670       19960710   5070               18.82                    
307299670       19970426   3810               17.82                    
307299670       19980316   1320               14.72                    
307299670       19990528   2970               17.10                    
307299670       20000603   2130               17.33                    
307299670       20010826    646               12.28                    
307299670       20020704    637               12.30                    
307299670       20030831   1830               15.57                    
307299670       20040304   2800               16.85                    
307299670       20050513    759               12.79                    
307299670       20060822   2610               16.42                    
307299670       20061016   8310               20.82                    
307299670       20080819   2390               15.03                    
307299670       20090429   9400               20.69                    
307299670       20100424   2600               16.69                    
307299670       20101022    187                8.99                    
307299670       20120826   3540               17.822                   
307299670       20130717    121                8.16                    
307299670       20140608   4040               18.07                    
307299670       20150508   4940               18.98                    
307299670       20160619   5010               18.97                    
307299670       20170927   1290               14.12                    
307299670       20180520    704               11.70                    
307299670       20190525   5120               19.04                    
