Z06911900                       USGS 
H06911900       3842330955017002020139SW10290101114    114     1016.06          
N06911900       DRAGOON C NR BURLINGAME, KS
Y06911900       
306911900       19460626                      23.40                    
306911900       19610522   6760               19.05                    
306911900       19620321   5160               17.40                    
306911900       19630713  10500               20.67                    
306911900       19640619   2320               12.28                    
306911900       19650921   6700               19.15                    
306911900       19660411   1750                9.65                    
306911900       19670621   7360               19.48                    
306911900       19680803   6920               19.26                    
306911900       19690627  11400               20.81                    
306911900       19700419   4440               17.56                    
306911900       19710227   2410               10.88                    
306911900       19720507   2910               13.64                    
306911900       19730522   9500               20.70                    
306911900       19731011   5360               19.10                    
306911900       19750617   7380               20.19                    
306911900       19760428   1610                8.56                    
306911900       19770619  24800               22.05                    
306911900       19771109   3850               15.91                    
306911900       19790303   3420               14.91                    
306911900       19800330   4980               18.14                    
306911900       19810523   1610                8.54                    
306911900       19820529  18900               22.61                    
306911900       19830401  10100               20.80                    
306911900       19840610   5600               19.10                    
306911900       19850622   3900               16.00                    
306911900       19851010  14000               21.19                    
306911900       19870301   4500               17.20                    
306911900       19880402   6050               19.45                    
306911900       19890908   1790                8.88                    
306911900       19900615   5530               19.01                    
306911900       19910418    819                4.62                    
306911900       19920318   6090               19.49                    
306911900       19930722  17600               21.60                    
306911900       19940428   1630                8.17                    
306911900       19950517  20200               22.80                    
306911900       19960601   4040               16.57                    
306911900       19970411   5970               19.40                    
306911900       19980317   2870               12.76                    
306911900       19981101  10600               21.11                    
306911900       20000225   2240               10.28                    
306911900       20010316   3300               14.44                    
306911900       20020527   2230               10.24                    
306911900       20030420   4090               16.72                    
306911900       20040725   6470               19.73                    
306911900       20050513   4870               17.43                    
306911900       20060429   1540                7.59                    
306911900       20070507  250002              23.325                   
306911900       20080913   4520               14.595                   
306911900       20090427   6490               20.27                    
306911900       20100513   7200               20.85                    
306911900       20110525   1610               11.48                    
306911900       20120322   1350               10.99                    
306911900       20130531   1680               11.62                    
306911900       20140610   5620               19.21                    
306911900       20150524  11300               21.27                    
306911900       20160427  16100               23.10                    
306911900       20170329   46502              17.405                   
