Z08190000                       USGS 
H08190000       2925420995949004848463SW12110101737    737     1119.72          
N08190000       Nueces Rv at Laguna, TX
Y08190000       
308190000       191306   2100007Bd            29.005Bd                   
308190000       19230921 1600007              26.505                   
308190000       19231030   2220                4.005                   
308190000       19250530  15600               12.00                    
308190000       19260723  27000               14.88                    
308190000       19270621    660                3.40                    
308190000       19271002   7440                8.65                    
308190000       19290528  21200               13.30                    
308190000       19300615  87200               20.10                    
308190000       19301006  34400               15.91                    
308190000       19320901  67400               18.90                    
308190000       19330404    124                3.89                    
308190000       19340404   1470                6.10                    
308190000       19350614 213000               26.00                    
308190000       19360916 114000               21.30                    
308190000       19361106    617                3.59                    
308190000       19371229  10000                9.06                    
308190000       19390713 222000               26.40                    
308190000       19391010   9760                9.15                    
308190000       19410503   1060                4.53                    
308190000       19411024  19600               12.40                    
308190000       19421015   7100                8.74                    
308190000       19440906   6190                8.36                    
308190000       19450118   2580                6.13                    
308190000       19460620   7380                8.80                    
308190000       19461009   9380                9.47                    
308190000       19480705  10300                9.52                    
308190000       19490225  45800               17.22                    
308190000       19500516    276                2.24                    
308190000       19510325   78.0                1.58                    
308190000       19520527   4680                7.70                    
308190000       19530901   3360                6.87                    
308190000       19540627   9960                9.83                    
308190000       19550924 307000               32.70        1866          
308190000       19551108    406                2.74                    
308190000       19570527   6490                8.18                    
308190000       19580617  45100               17.50                    
308190000       19590924  16200               11.95                    
308190000       19591003  47300               17.80                    
308190000       19610724   8580                9.17                    
308190000       19611026   15505               4.62                    
308190000       19630506  289005              14.34                    
308190000       19640920 1080005              22.17                    
308190000       19650623   41305               6.02                    
308190000       19660813  916005              20.10                    
308190000       19670917    1835               2.445                   
308190000       19671015  175005              12.46                    
308190000       19690412    3045               3.65                    
308190000       19700921  277005              14.54                    
308190000       19710811  720005              20.50                    
308190000       19720812   70705               7.76                    
308190000       19730611   80405               8.27                    
308190000       19731013 1500005              26.00                    
308190000       19741031  106005               9.90                    
308190000       19760715  118005              10.28                    
308190000       19770416  108005               9.97                    
308190000       19780801   67005               8.70                    
308190000       19790320   56105               8.36                    
308190000       19800907   10005               6.40                    
308190000       19810616  214005              13.10                    
308190000       19811013  627005              19.50                    
308190000       19830521    2485               4.37                    
308190000       19831105   10805               5.36                    
308190000       19841231  537005              18.53                    
308190000       19860926   85505               8.97                    
308190000       19870915  203005              12.82                    
308190000       19880626    6945               4.01                    
308190000       19890328    1615               2.93                    
308190000       19900502  113005              10.00                    
308190000       19910916  367005              16.33                    
308190000       19911220  113005               9.99                    
308190000       19921119    1755               2.97                    
308190000       19940514   94305               9.30                    
308190000       19950922   50805               7.40                    
308190000       19960915  142005              11.00                    
308190000       19961028 1420005              25.60                    
308190000       19980823  815005              21.30                    
308190000       19981018  177005              12.18                    
308190000       20000611    7695               5.01                    
308190000       20001024  281005              14.80                    
308190000       20011115  696005              20.20                    
308190000       20021009   18205               5.32                    
308190000       20040629  552005              18.70                    
308190000       20041117  358005              16.19                    
308190000       20051013    2065               3.01                    
308190000       20070721  265005              14.41                    
308190000       20080823    1565               2.59                    
308190000       20090910    2515               2.81                    
308190000       20100416    5585               3.41                    
308190000       20110812    1065               2.45                    
308190000       20120510   53005               7.39                    
308190000       20130615    2425               2.90                    
308190000       20131013   60005               7.76                    
308190000       20150524  164005              11.68                    
308190000       20160926  451005              17.16                    
308190000       20170402   18105               4.88                    
308190000       20180812  265005              14.40                    
308190000       20181009  71500               20.39                    
