Z06479438                       USGS 
H06479438       4500220970953004646029SW10170202525    230     1726.66          
N06479438       BIG SIOUX R NEAR WATERTOWN,SD
Y06479438       
306479438       19730315    595                8.11                    
306479438       19740404    232                6.752                   
306479438       19750417    301                7.75                    
306479438       19760324    288                7.072                   
306479438       19770616    938                8.772                   
306479438       19780330   3720               11.07                    
306479438       19790413   1780                9.821                   
306479438       19800319    330                8.04                    
306479438       19810615   88.0                5.50                    
306479438       19820330    250                8.971                   
306479438       19830402    396                7.52                    
306479438       19840616   1330                9.252                   
306479438       19850317   1700                9.621                   
306479438       19860330   4970               11.08                    
306479438       19870325    601                8.01                    
306479438       19880325    1102               6.2612                   
306479438       19890327    9002               8.9812                   
306479438       19900618   28.0                4.562                   
306479438       19910621   3300               11.131                   
306479438       19920702    736                8.07                    
306479438       19930328   40002              11.071                   
306479438       19940320   2110                9.86                    
306479438       19950312   2000                9.811                   
306479438       19960314   2500               10.671                   
306479438       19970405   7820               12.09                    
306479438       19980517   1140                8.872                   
306479438       19981017    946                8.60                    
306479438       20000422   31.0                4.252                   
306479438       20010407   8000               12.331                   
306479438       20020329    800                8.971                   
306479438       20030317    250                8.271                   
306479438       20040602   75.0                4.742                   
306479438       20050614    565                7.84                    
306479438       20060331    554                7.76                    
306479438       20070322   1950                9.821                   
306479438       20080613    809                8.60                    
306479438       20090323   2400               10.082                   
306479438       20100316   2310               10.5512                   
306479438       20110404   2380               10.232                   
306479438       20120313    267                6.391                   
306479438       20130428   1050                8.89                    
306479438       20140619   1950                9.82                    
306479438       20150311    300                7.8512                   
306479438       20160427   89.0                4.822                   
306479438       20170925    378                7.8812                   
306479438       20180422   20902               9.921                   
306479438       20190328   33902              11.211                   
