Z06876700                       USGS 
H06876700       3908210975012002020143SW10260015406    406     1247.18          
N06876700       SALT C NR ADA, KS
Y06876700       
306876700       19600327   8400               21.08                    
306876700       19610523  16000               23.25        1897          
306876700       19620128   1640               17.69                    
306876700       19630429   46.0                4.20                    
306876700       19640818    238                7.20                    
306876700       19650629   1830               18.87                    
306876700       19660821    183                6.52                    
306876700       19670919   4440               20.70                    
306876700       19680611    233                8.64                    
306876700       19690228   1250               17.40                    
306876700       19700601    275                9.29                    
306876700       19710522   3940               21.97                    
306876700       19711119   1380               17.89                    
306876700       19730401   8000               21.72                    
306876700       19731012   7700               21.66                    
306876700       19750622   1010               17.71                    
306876700       19760625   1050               16.39                    
306876700       19761004   1960               19.28                    
306876700       19780509    919               16.76                    
306876700       19790325   1380               18.01                    
306876700       19800401   2500               19.82                    
306876700       19810510    994               16.13                    
306876700       19820703  12800               22.81                    
306876700       19830403    723               13.74                    
306876700       19840501    856               14.93                    
306876700       19850517   1410               19.14                    
306876700       19860518    474               11.21                    
306876700       19870324   8340               22.17                    
306876700       19880716    326                9.78                    
306876700       19890719    816               15.46                    
306876700       19900726    961               15.90                    
306876700       19910602   1030               16.46                    
306876700       19920727   1200               18.54                    
306876700       19930719   9170               22.43                    
306876700       19940727   1620               19.80                    
306876700       19950527   4810               21.66                    
306876700       19960607   2980               20.64                    
306876700       19961119    621               13.60                    
306876700       19980730   1140               15.92                    
306876700       19990525   4270               21.08                    
306876700       20000324    741               13.27                    
306876700       20010606    922               14.41                    
306876700       20020421   63.0                5.98                    
306876700       20030913   2060               20.89                    
306876700       20040711    906               15.25                    
306876700       20050605   1010               15.78                    
306876700       20060819   99.0                6.23                    
306876700       20070507   1330               18.04                    
306876700       20080810    906               15.42                    
306876700       20090826   1270               16.67                    
306876700       20100705   1400               17.56                    
306876700       20110603   3600               20.98                    
306876700       20120417    397               10.42                    
306876700       20130729    890               14.59                    
306876700       20140610    395               10.14                    
306876700       20150806    617               11.91                    
306876700       20160529   1770               19.78                    
306876700       20170522   2860               20.67                    
