Z08178880                       USGS 
H08178880       2943250990411004848019SW12100302328    328     1189.46          
N08178880       Medina Rv at Bandera, TX
Y08178880       
308178880       19830606    708                6.98                    
308178880       19831105    376                5.86                    
308178880       19841231  10400               14.53                    
308178880       19860618   7640               14.53                    
308178880       19870603  55800               24.90                    
308178880       19880711  33500               21.80                    
308178880       19890614    785                7.34                    
308178880       19900503   5770               12.83                    
308178880       19910915   3510               10.60                    
308178880       19911221  17200               18.32                    
308178880       19930914    433                6.44                    
308178880       19940515   2320                9.31                    
308178880       19950921   3110               10.50                    
308178880       19960915    214                5.53                    
308178880       19970622  52000               24.49                    
308178880       19980823  10400               15.85                    
308178880       19981002  11100               16.20                    
308178880       20000610    156                4.87                    
308178880       20001023  36200               22.23                    
308178880       20020705 159000               38.91                    
308178880       20030610   1400                8.42                    
308178880       20040609  24700               20.39                    
308178880       20041023   2010                9.29                    
308178880       20060319    138                4.70                    
308178880       20070721  14000               16.66                    
308178880       20080818   3000               10.01                    
308178880       20090313    124                4.80                    
308178880       20100416  22200               18.56                    
308178880       20110119   59.0                4.442                   
308178880       20120320   9860               14.93                    
308178880       20130110   93.0                4.71                    
308178880       20140526   3640               10.85                    
308178880       20150523  46700               24.94                    
308178880       20160529  26400               20.44                    
308178880       20180922   6740               14.00                    
308178880       20181016   2340                9.95                    
