Z08158700                       USGS 
H08158700       3004580980027004848209SW12090205124    124     868.52           
N08158700       Onion Ck nr Driftwood, TX
Y08158700       
308158700       194102     387027Bd           10.04Bd                   
308158700       19800521    622                5.88                    
308158700       19810611   8010               15.24                    
308158700       19820513   7640               14.74                    
308158700       19830304    588                5.83                    
308158700       19831009   35.0                1.14                    
308158700       19850606   8990               16.38                    
308158700       19860510   8420               15.72                    
308158700       19870613   5790               12.56                    
308158700       19871125   2500                7.97                    
308158700       19890517   7260               14.37                    
308158700       19900503   2570                8.09                    
308158700       19910414   1580                6.80                    
308158700       19911220   8650               15.99                    
308158700       19930210    475                5.14                    
308158700       19940513    115                1.84                    
308158700       19950530   340012                                      
308158700       19951101   28.0                1.01                    
308158700       19970609  10000               17.56                    
308158700       19980316   3050                8.67                    
308158700       19981017  15800               25.10                    
308158700       20000610    187                3.08                    
308158700       20010507   4800               11.20                    
308158700       20011115  13900               22.42                    
308158700       20030220   2030                7.10                    
308158700       20040630   4350               10.59                    
308158700       20041117  13600               21.95                    
308158700       20060320   0.22                1.72                    
308158700       20070330   4690               11.06                    
308158700       20071022   15.0                2.12                    
308158700       20081001   0.00                0.82                    
308158700       20100908   5980               12.71                    
308158700       20110109   25.0                2.30                    
308158700       20120511   3690                9.65                    
308158700       20130602   1.90                1.98                    
308158700       20131031  12900               21.07                    
308158700       20150524  13300               21.54                    
308158700       20151030  16600               26.21                    
308158700       20170411   1760                6.75                    
308158700       20180922   2420                7.72                    
308158700       20190504  16600               26.19                    
