Z08175000                       USGS 
H08175000       2912540972657004848123SW12100202549    549     178.27           
N08175000       Sandies Ck nr Westhoff, TX
Y08175000       
308175000       191310                        26.00Bd                   
308175000       19310203    454                9.77                    
308175000       19320430   5780               21.79                    
308175000       19330801   5320               21.50                    
308175000       19340303   3640               20.10                    
308175000       19360702  927007              33.10        1864          
308175000       19600628   4320               21.40                    
308175000       19610619  20700               26.64                    
308175000       19611116   1440               15.65                    
308175000       19630219    845               12.65                    
308175000       19640427   1260               14.94                    
308175000       19650218   6550               22.77                    
308175000       19651020   4730               21.51                    
308175000       19670922  79700               32.34                    
308175000       19680122   6550               22.82                    
308175000       19690414   6570               22.81                    
308175000       19700311    742               11.68                    
308175000       19710918   3980               20.71                    
308175000       19720508  20000               26.47                    
308175000       19730613  22800               26.97                    
308175000       19731012  10700               24.27                    
308175000       19750526   4680               22.14                    
308175000       19760420   1850               17.31                    
308175000       19770417  17500               25.97                    
308175000       19771103   1520               16.20                    
308175000       19790421   6030               23.05                    
308175000       19800909   1840               17.73                    
308175000       19810901  78600               32.28                    
308175000       19820524   2460               19.46                    
308175000       19830921   1380               15.93                    
308175000       19831108    993               13.67                    
308175000       19850317    733               11.23                    
308175000       19851124   2000               17.505                   
308175000       19870612  20100               26.54                    
308175000       19880319    238                5.91                    
308175000       19890512    427                8.20                    
308175000       19900427    395                7.84                    
308175000       19910408   64002              23.205                   
308175000       19920518  38600               29.06                    
308175000       19930627  25100               27.36                    
308175000       19940513   3820               21.12                    
308175000       19950315   2900               19.48                    
308175000       19960910   3120               20.81                    
308175000       19970412   6450               23.26                    
308175000       19980824   2490               19.80                    
308175000       19981019  36200               28.80                    
308175000       20000613    878               13.14                    
308175000       20010901  28500               27.53                    
308175000       20020703   8320               23.22                    
308175000       20021106  16800               25.58                    
308175000       20040516   1130               15.20                    
308175000       20041124   4630               22.28                    
308175000       20060925    136                5.56                    
308175000       20070315   7280               23.61                    
308175000       20071125    784               11.49                    
308175000       20090420   4560               20.91                    
308175000       20091005  14000               24.772                   
308175000       20110117    194                6.11                    
308175000       20120712   2840               19.37                    
308175000       20130921    419                8.52                    
308175000       20140528   1090               13.60                    
308175000       20150527   6950               23.47                    
308175000       20160604   6150               23.10                    
308175000       20170828  239009              27.17                    
308175000       20180930    809               12.14                    
308175000       20181209   3040               19.76                    
