Z08070000                       USGS 
H08070000       3020110950614004848291SW12040103325    325     107.98           
N08070000       E Fk San Jacinto Rv nr Cleveland, TX
Y08070000       
308070000       19350505  535007              23.60                    
308070000       19400612   3630               10.70                    
308070000       19401124  59000               24.10                    
308070000       19411101  18900               15.42                    
308070000       19421228   7450               12.51                    
308070000       19440201   2240                8.73                    
308070000       19450402  38000               18.32                    
308070000       19460516  11000               13.63                    
308070000       19461106  28000               17.29                    
308070000       19480427   1060                5.64                    
308070000       19490227   9660               13.48                    
308070000       19500604  14700               14.80                    
308070000       19510329    819                3.94                    
308070000       19520425   2480                8.70                    
308070000       19530430  13400               14.52                    
308070000       19540731    835                4.55                    
308070000       19550207   6200               12.006                   
308070000       19560210   1070                9.45                    
308070000       19570430   4080               14.62                    
308070000       19571124  12500               18.07                    
308070000       19590419  20600               20.38                    
308070000       19600628   7960               16.65                    
308070000       19610913   9600               17.22                    
308070000       19620501   1700               11.22                    
308070000       19621231   5950               15.74                    
308070000       19640304   5750               15.65                    
308070000       19650220   1770               11.72                    
308070000       19660426   4580               15.96                    
308070000       19670603   1340               11.54                    
308070000       19680624  11900               19.57                    
308070000       19690510   5320               16.61                    
308070000       19700412   1230               11.06                    
308070000       19710512    796                9.98                    
308070000       19720513   1520               12.73                    
308070000       19730614  43600               23.92                    
308070000       19740126   6280               17.34                    
308070000       19741030   9360               18.62                    
308070000       19760602   8440               18.29                    
308070000       19770422   4290               16.01                    
308070000       19780210   2480               14.15                    
308070000       19790921   7930               18.09                    
308070000       19800330   3440               15.24                    
308070000       19810613    992               10.41                    
308070000       19820515   9540               18.68                    
308070000       19830522  17600               20.68                    
308070000       19840214   3370               15.17                    
308070000       19841118   2660               14.38                    
308070000       19860609   7320               17.83                    
308070000       19870612   2300               13.74                    
308070000       19871229   1800               12.61                    
308070000       19890519   9360               18.62                    
308070000       19900401   4400               16.10                    
308070000       19910121   3300               15.08                    
308070000       19920206   6630               17.21                    
308070000       19930122   5150               16.47                    
308070000       19940225   2710               14.37                    
308070000       19941018  63000               24.57                    
308070000       19951219   4360               15.96                    
308070000       19970216   3260               14.96                    
308070000       19980108  24500               24.57                    
308070000       19981114  29700               21.72                    
308070000       20000703   1030               10.33                    
308070000       20010610  19900               19.92                    
308070000       20011213  10900               18.15                    
308070000       20021106  16600               19.62                    
308070000       20040213  10200               18.50                    
308070000       20041125   6570               16.59                    
308070000       20060213    670                8.42                    
308070000       20061017  12100               18.51                    
308070000       20080220   2650               14.01                    
308070000       20090421   3950               15.35                    
308070000       20091101   3340               14.95                    
308070000       20110720    156                5.96                    
308070000       20120313   4360               15.71                    
308070000       20130222    452                8.16                    
308070000       20131103   4010               15.47                    
308070000       20150514   6760               17.68                    
308070000       20160528  21800               20.85                    
308070000       20170828 1090009              27.17                    
308070000       20180330  12900               18.91                    
308070000       20190919  118009              19.01                    
