Z08086212                       USGS 
H08086212       3243580990825004848417SW12060105613    613     1184.99          
N08086212       Hubbard Ck bl Albany, TX
Y08086212       
308086212       19670505   2910                8.68                    
308086212       19680121  27200               25.10                    
308086212       19690505  19400               26.44                    
308086212       19700430  12900               22.22                    
308086212       19710530   5490               15.30                    
308086212       19720427   1020                7.40                    
308086212       19730714   1240                8.00                    
308086212       19740918  20400               27.01                    
308086212       19741014  13200               22.48                    
308086212       19760803   2730               11.05                    
308086212       19770624   1770                9.36                    
308086212       19780804 330000               41.41                    
308086212       19790501  16200               24.50                    
308086212       19800929   2180                9.92                    
308086212       19810304   1610                9.02                    
308086212       19811013  36100               33.05                    
308086212       19830606   1380                8.60                    
308086212       19840926    381                6.49                    
308086212       19850513  15900               24.30                    
308086212       19860606   4520               13.90                    
308086212       19861006   8580               18.62                    
308086212       19871225    263                5.68                    
308086212       19890604   4120               13.32                    
308086212       19900502  27500               30.69                    
308086212       19910914   4970               14.53                    
308086212       19911220  22500               28.19                    
308086212       19930611   1230                8.31                    
308086212       19940512  13300               22.47                    
308086212       19950802   4720               14.19                    
308086212       19960915  24000               29.87                    
308086212       19970623  16600               24.74                    
308086212       19980316   9370               19.33                    
308086212       19990611   6730               16.80                    
308086212       20000603   1330                8.52                    
308086212       20010216   2120                9.84                    
308086212       20020425  21100               27.42                    
308086212       20030605   8490               17.15                    
308086212       20040424   5700               14.34                    
308086212       20041117  12000               23.55                    
308086212       20060506   1890                9.50                    
308086212       20070627  19200               26.23                    
308086212       20080424  12800               21.21                    
308086212       20090516    279                5.89                    
308086212       20100518   2510               10.29                    
308086212       20110425   1950                9.58                    
308086212       20120930   2490               10.33                    
308086212       20130716   3580               11.85                    
308086212       20140717    505                6.79                    
308086212       20150517   8160               16.81                    
308086212       20160530  27100               29.23                    
308086212       20170220   8510               19.88                    
308086212       20180608   1020                8.04                    
308086212       20190508   8010               19.31                    
