Z06889500                       USGS 
H06889500       3905580954329002020177SW10270102290    290     862.95           
N06889500       SOLDIER C NR TOPEKA, KS
Y06889500       
306889500       19290420  10000               28.25                    
306889500       19300916   3900                                        
306889500       19301016   5290               18.71                    
306889500       19311117   5780               19.36                    
306889500       19330519    800                7.90                    
306889500       19340927   1470               10.22                    
306889500       19350528   9560               23.06                    
306889500       19360501   5770               21.60                    
306889500       19370208   4080               18.70                    
306889500       19380519   3780               18.06                    
306889500       19390415   6420               22.58                    
306889500       19400521   1180               10.64                    
306889500       19410609   3920               20.42                    
306889500       19411010   8870               27.50                    
306889500       19430616   6340               24.75                    
306889500       19440423   9910               28.20                    
306889500       19450416   9030               26.64                    
306889500       19460326   2040               14.40                    
306889500       19470623   4910               20.13                    
306889500       19480624   4110               18.36                    
306889500       19490529   7850               23.80                    
306889500       19500719   8580               24.71                    
306889500       19510622  11400               28.15                    
306889500       19520310   3390               17.60                    
306889500       19530805    580                7.10                    
306889500       19540612   2960               16.46                    
306889500       19550220    750               11.00                    
306889500       19560810    805                9.60                    
306889500       19570710   4690               21.60                    
306889500       19580711   4610               22.50                    
306889500       19581007   7620               25.82                    
306889500       19600328   4470               17.23                    
306889500       19610913   6090               12.49                    
306889500       19611030   5130               11.51                    
306889500       19621007   2090                7.31                    
306889500       19640612   3480                9.55                    
306889500       19650628   6940               13.19                    
306889500       19660613   2140                8.24                    
306889500       19670612  18600               20.11                    
306889500       19680810  15600               18.90                    
306889500       19690427   7310               14.18                    
306889500       19700604   6750               13.63                    
306889500       19710522   2760                8.52                    
306889500       19720907   5260               11.76                    
306889500       19730928  11000               17.851                   
306889500       19731011  20800               23.911                   
306889500       19750530   5370               12.06                    
306889500       19760506   6910               13.76                    
306889500       19770913  21900               21.31                    
306889500       19780531   6770               13.52                    
306889500       19790303   5000                                        
306889500       19800330  10600               16.21                    
306889500       19810727  25000               25.90                    
306889500       19820609  30400               27.44                    
306889500       19830401   6770               14.05                    
306889500       19840610   9390               16.34                    
306889500       19850921   9120               16.07                    
306889500       19851010  11300               18.11                    
306889500       19870318  14300               20.68                    
306889500       19880402   3220                9.14                    
306889500       19890906  10300               17.50                    
306889500       19900615   8510               15.68                    
306889500       19910427   9060               16.24                    
306889500       19920318   8900               16.17                    
306889500       19930710  18900               23.42                    
306889500       19940608   3810               10.12                    
306889500       19950524  12000               19.04                    
306889500       19960527   5690               12.63                    
306889500       19970411  13200               20.13                    
306889500       19980726   7950               15.15                    
306889500       19990628  24000               25.24                    
306889500       20000620   7340               15.15                    
306889500       20010918   9290               17.43                    
306889500       20020511   4730               11.65                    
306889500       20030623   2970                8.83                    
306889500       20040305   4770               11.72                    
306889500       20050923  10200               19.42                    
306889500       20051002  47800               34.78                    
306889500       20070507  29600               27.75                    
306889500       20080602   5580               12.56                    
306889500       20090427  15400               21.77                    
306889500       20100705  10400               17.09                    
306889500       20110602  12100               18.63                    
306889500       20111220   1720                5.87                    
306889500       20130529   2390                7.67                    
306889500       20140220   2610                7.88                    
306889500       20150605  19400               23.58                    
306889500       20160527  17300               22.48                    
306889500       20170519  12900               19.21                    
