Z01047000                       USGS 
H01047000       4452090695718002323025SW01030003353    353     303.30           
N01047000       Carrabassett River near North Anson, Maine
Y01047000       
301047000       19260503   8590               10.57                    
301047000       19261119   9280               10.99                    
301047000       19271104  23100               17.83                    
301047000       19290503  12900               13.88                    
301047000       19300407  11800               13.11                    
301047000       19310411   5140                8.47                    
301047000       19320917  25600               18.91                    
301047000       19330418   8440               10.83                    
301047000       19340413  11600               12.96                    
301047000       19350429   7430               10.08                    
301047000       19360319  30800               21.17                    
301047000       19370520   9730               11.662                   
301047000       19371024  14500               13.95                    
301047000       19390423   8720               11.472                   
301047000       19400503  11300               12.81                    
301047000       19410416   4300                7.92                    
301047000       19420617  10300               12.14                    
301047000       19430527   9440               11.50                    
301047000       19431109  18400               15.75                    
301047000       19450330   9590               11.562                   
301047000       19451008  10800               12.39                    
301047000       19461001   8870               11.062                   
301047000       19480402   8000               10.49                    
301047000       19490101   4580                8.102                   
301047000       19500421  22100               17.40                    
301047000       19510404  17400               16.982                   
301047000       19511103  16100               15.00                    
301047000       19530327  30400               20.76                    
301047000       19540912  21500               17.05                    
301047000       19541016  17100               15.06                    
301047000       19560430   6310                9.152                   
301047000       19570421   5460                8.62                    
301047000       19571221  16600               14.80                    
301047000       19590403   90002                                       
301047000       19591025  21800               17.16                    
301047000       19601025   4930                8.28                    
301047000       19620408   7190                9.702                   
301047000       19621007  10300               11.52                    
301047000       19631109  18200               15.56                    
301047000       19641126   6530                9.29                    
301047000       19660326   70002                                       
301047000       19661103  22400               17.44                    
301047000       19680425  22100               17.32                    
301047000       19690418   8320               10.38                    
301047000       19691228  19700               16.242                   
301047000       19710504  17500               15.23                    
301047000       19720507   9080               10.82                    
301047000       19730428  10900               11.832                   
301047000       19731222  21200               16.92                    
301047000       19741209   55002                                       
301047000       19760402  18000               15.46                    
301047000       19770316  18800               15.852                   
301047000       19780109  16800               14.902                   
301047000       19790428  22400               17.46                    
301047000       19800411   8640               10.68                    
301047000       19810221   8190               10.25                    
301047000       19820427  10400               11.56                    
301047000       19830426  14100               13.55                    
301047000       19840406  15300               14.16                    
301047000       19850928   5820                8.75                    
301047000       19860127  22100               17.36                    
301047000       19870401  50700               26.66                    
301047000       19871201   5560                8.572                   
301047000       19890513  13300               13.102                   
301047000       19900318   9630               11.12                    
301047000       19910820  18300               15.68                    
301047000       19920329  137002                                       
301047000       19930417  20000               16.452                   
301047000       19940416  14800               14.11                    
301047000       19950121   9370               11.11                    
301047000       19960714  14100               13.78                    
301047000       19961202  11400               12.34                    
301047000       19980615  17900               15.52                    
301047000       19990917  17300               15.242                   
301047000       20000409  19200               16.09                    
301047000       20001218  13100               13.28                    
301047000       20020415   5690                8.78                    
301047000       20030416   3740                7.292                   
301047000       20031218  20300               16.57                    
301047000       20050403  21500               16.702                   
301047000       20051016  13300               12.972                   
301047000       20061029  19200               15.71                    
301047000       20080430  15700               14.17                    
301047000       20081126  14500               13.58                    
301047000       20100331  14000               13.362                   
301047000       20110829  31600               20.53                    
301047000       20120423  11500               12.03                    
301047000       20121030  13200               12.952                   
301047000       20140416  16600               14.572                   
301047000       20141024  11600               12.09                    
301047000       20160111  12600               12.10                    
301047000       20170417  11000               11.34                    
301047000       20171030  23800               17.71                    
