Z05120500                       USGS 
H05120500       4808181003222003838049SW09010003705    285     1501.23          
N05120500       WINTERING RIVER NR KARLSRUHE, ND
Y05120500       
305120500       19370613   37.05               3.82                    
305120500       19380317   66.05               5.0712                   
305120500       19390329   18.015              7.011                   
305120500       19400515   11.05               2.922                   
305120500       19410504   29.05               3.172                   
305120500       19420413    1385               5.722                   
305120500       19430402    5305               7.482                   
305120500       19440628   49.05               3.712                   
305120500       19450316    20015                                      
305120500       19460330   67.015              4.912                   
305120500       19470416    1595               5.762                   
305120500       19480419    4055               7.152                   
305120500       19490407   30005              12.001                   
305120500       19500516    4745               6.992                   
305120500       19510409    4505               7.702                   
305120500       19520407    3505               7.801                   
305120500       19530403    1415               5.712                   
305120500       19540623    1995               6.22                    
305120500       19550405    1765               6.1512                   
305120500       19560406    2005               9.251                   
305120500       19570608   22.05               4.102                   
305120500       19580702   28.05               4.002                   
305120500       19590401   21.05               4.002                   
305120500       19600401    2605               7.2912                   
305120500       19610316   18.05               4.791                   
305120500       19620326   50.05               5.051                   
305120500       19630328   20.015                                      
305120500       19640628    1135               5.96                    
305120500       19650807    1615               6.37                    
305120500       19660322    1405               6.961                   
305120500       19670329    1905               6.9512                   
305120500       19680308   28.05               5.061                   
305120500       19690411   14805              10.121                   
305120500       19700502    6675               7.70                    
305120500       19710407    7505               9.131                   
305120500       19720324    2005               7.3712                   
305120500       19730322   28.05               4.9912                   
305120500       19740416    1105               5.8612                   
305120500       19750502    5755               7.732                   
305120500       19760326    80025              8.801                   
305120500       19770310   15.05               5.0612                   
305120500       19780329    3005               7.9112                   
305120500       19790422   14005              10.621                   
305120500       19800330    1005               7.761                   
305120500       19810304   75.05               5.631                   
305120500       19820404    3505               8.591                   
305120500       19830326    1805               6.602                   
305120500       19840511    1895               6.462                   
305120500       19850325   85.05               5.7612                   
305120500       19860309    1255               7.361                   
305120500       19870327    2405               7.801                   
305120500       19880402   64.05               4.92                    
305120500       19890331    1205               7.591                   
305120500       19900602   41.05               4.572                   
305120500       19910427   13.05                                       
305120500       19920303   7.505                                       
305120500       19930809    1615               6.61                    
305120500       19940324    2205               7.411                   
305120500       19950317   14005              13.3736                   
305120500       19960414   10505               8.901                   
305120500       19970409    6485               7.502                   
305120500       19980329    30025              7.241                   
305120500       19990515    6525               7.522                   
305120500       20000523   99.05               4.242                   
305120500       20010325    48025              7.722                   
305120500       20020623    1085               4.562                   
305120500       20030330    2736               6.09                    
305120500       20040329    17526              6.342                   
305120500       20050721   53.06               3.862                   
305120500       20051019   40.06               4.502                   
305120500       20070617   26.06               3.222                   
305120500       20080612   3.006               4.552                   
305120500       20090417   22106               9.312                   
305120500       20100409    3726               6.38                    
305120500       20110412   13606               8.692                   
305120500       20120429   59.06               3.422                   
305120500       20130610    7586               7.78                    
305120500       20140419    1606               4.982                   
305120500       20150328    14026              5.062                   
305120500       20160312   51.06               3.232                   
305120500       20170406    2196               5.622                   
305120500       20180422   60.026              4.732                   
305120500       20190407   50.526              3.882                   
