Z07148400                       USGS 
H07148400       3648540983852004040151SW11060002982    982     1292.04          
N07148400       Salt Fork Arkansas River nr Alva, OK
Y07148400       
307148400       19220508                      10.30                    
307148400       19380816  25300                8.90                    
307148400       19390627   9900                6.10                    
307148400       19400924   9500                6.00                    
307148400       19410901   8150                6.43                    
307148400       19411023  27000                9.08                    
307148400       19421003  14000                7.00                    
307148400       19440422  13500                7.60                    
307148400       19450928  16200                8.65                    
307148400       19460618   8330                6.60                    
307148400       19470621  10100                7.10                    
307148400       19480814  15200                8.20                    
307148400       19490516  26200                9.43                    
307148400       19500728  10700                7.65                    
307148400       19510630  21700                8.52                    
307148400       19570516                      10.60                    
307148400       19791030   9230               15.04                    
307148400       19810509   5510               13.15                    
307148400       19820710   6620               13.62                    
307148400       19830611   4270               12.52                    
307148400       19840826    746                6.86                    
307148400       19850501   6950               13.74                    
307148400       19851010  12800               15.24                    
307148400       19870324  11000               14.91                    
307148400       19880401   1820                9.89                    
307148400       19890612   7970               14.07                    
307148400       19900921    879                7.30                    
307148400       19910503   1500                8.79                    
307148400       19920804   3280               11.67                    
307148400       19930714   4920               12.57                    
307148400       19940725   1320                8.24                    
307148400       19950609   4160               12.67                    
307148400       19960803   3920               12.68                    
307148400       19970411   6120               13.89                    
307148400       19980525   3520               12.21                    
307148400       19981101  11600               14.83                    
307148400       20000526  10200               14.70                    
307148400       20001025   5040               12.94                    
307148400       20020613   1380                8.40                    
307148400       20021004   4610               12.32                    
307148400       20040305   4780               12.44                    
307148400       20050613   4070               11.81                    
307148400       20060623   3420               11.05                    
307148400       20070615   5010               12.57                    
307148400       20080912   3320               11.07                    
307148400       20090427   2790               10.20                    
307148400       20100706   3440               11.10                    
307148400       20101112    50012              8.292                   
307148400       20120203   2760                9.90                    
307148400       20130809   2870               10.53                    
307148400       20140623   2120                9.27                    
307148400       20150730   2750               10.36                    
307148400       20160418   1370                7.70                    
307148400       20170811   2480                9.94                    
307148400       20180625   2070                9.72                    
307148400       20190526  15000               15.49                    
