Z01606500                       USGS 
H01606500       3859280791034005454023SW02070001651    651     965.88           
N01606500       SOUTH BRANCH POTOMAC RIVER NEAR PETERSBURG, WV
Y01606500       
301606500       187711    5900027Bd           21.203Bd                   
301606500       1924      4500027Bm           19.203Bm                   
301606500       19290228   7460                8.733                   
301606500       19291022  14400               12.213                   
301606500       19310616   5400                7.483                   
301606500       19320204  28300               15.183                   
301606500       19330824  11900               10.203                   
301606500       19340328   5890                7.803                   
301606500       19350122   9690                9.903                   
301606500       19360317  49800               20.303                   
301606500       19370426  12200               10.303                   
301606500       19371028  16100               11.663                   
301606500       19390203  26000               14.603                   
301606500       19400531  25600               14.503                   
301606500       19410405   4660                6.613                   
301606500       19420516  23400               13.933                   
301606500       19421230  11800               10.123                   
301606500       19440223   7700                8.173                   
301606500       19450918  10100                9.453                   
301606500       19460107   7800                8.313                   
301606500       19470314   6640                7.673                   
301606500       19480414  17600               12.213                   
301606500       19490617  62000               22.833                   
301606500       19500913  11200                9.503                   
301606500       19501208  14800               10.953                   
301606500       19520428  10700                9.263                   
301606500       19530221   9780                8.893                   
301606500       19540301  16200               11.503                   
301606500       19541015  21600               13.343                   
301606500       19560314   7620                7.893                   
301606500       19570405   7800                8.003                   
301606500       19580407   8240                8.223                   
301606500       19590602   6540                7.273                   
301606500       19600330  16500               11.653                   
301606500       19610226  12800               10.163                   
301606500       19620322  15100               11.113                   
301606500       19630319  26700               14.793                   
301606500       19640305  18700               12.373                   
301606500       19650124   6990                7.553                   
301606500       19660214   8150                8.163                   
301606500       19670307  26600               14.743                   
301606500       19680323   6540                7.303                   
301606500       19690325   5200                6.503                   
301606500       19700423   9190                8.633                   
301606500       19701222  10600                9.273                   
301606500       19720226  15600               11.283                   
301606500       19721006  32100               16.163                   
301606500       19740602  22500               13.583                   
301606500       19750319  19800               12.733                   
301606500       19751018  22200               13.473                   
301606500       19761009  28100               15.143                   
301606500       19780126  23600               13.933                   
301606500       19790226  16800               11.903                   
301606500       19800430  12900               10.363                   
301606500       19810610   5760                7.013                   
301606500       19820320  21900               13.453                   
301606500       19830424  14800               11.133                   
301606500       19840214  20700               13.103                   
301606500       19850531  12600               10.243                   
301606500       19851105 130000               21.8036       1878          
301606500       19870417   8260                8.18                    
301606500       19880506   5540                6.63                    
301606500       19890306   9410                6.85                    
301606500       19900526   8730                6.59                    
301606500       19910323  16200                9.06                    
301606500       19920422  11000                7.52                    
301606500       19930416  20800               10.28                    
301606500       19940210  1400012                                      
301606500       19950115  13400               10.833                   
301606500       19960906 113000               22.203                   
301606500       19961108  13000                8.636                   
301606500       19980108  17300                9.72                    
301606500       19990318   5820                6.35                    
301606500       20000219  12900                8.60                    
301606500       20010523   6140                6.90                    
301606500       20020422  20600               10.81                    
301606500       20030919  37700               13.96                    
301606500       20031119  29000               14.86                    
301606500       20050328  12700               11.17                    
301606500       20051130  11800               10.95                    
301606500       20070415  24700               14.07                    
301606500       20080305  25100               14.16                    
301606500       20090504   9090               10.19                    
301606500       20100125  29000               14.86                    
301606500       20110413  21700               13.56                    
301606500       20120301  10500               10.77                    
301606500       20130508  16300               12.80                    
301606500       20140516  23000               14.38                    
301606500       20150311  10100               10.83                    
301606500       20160216   9150               10.45                    
301606500       20170525   6060                9.12                    
301606500       20180416  365002              16.93                    
301606500       20181222  12200               11.64                    
