Z03213700                       USGS 
H03213700       3740230821649002154195SW05070201936    936     619.68           
N03213700       TUG FORK AT WILLIAMSON, WV
Y03213700       
303213700       19680528  20000               27.733                   
303213700       19690121   5440               11.436                   
303213700       19691231  22600               31.54                    
303213700       19710507  23300               29.97                    
303213700       19720225  20600               29.75                    
303213700       19730317  23800               32.65                    
303213700       19740112  29200               37.37                    
303213700       19750330  23100               32.01                    
303213700       19760101   8720               17.02                    
303213700       19770405  94000               52.56        1875          
303213700       19780126  36500               37.80                    
303213700       19790122  21300               29.52                    
303213700       19800501  10800               18.96                    
303213700       19810607  26200               32.79                    
303213700       19820315   8920               16.54                    
303213700       19830516   6510               13.66                    
303213700       19840508  49100               44.94                    
303213700       19850202  13900               22.77                    
303213700       19851129   9800               18.29                    
303213700       19870409  19800               28.66                    
303213700       19871226   2700                7.75                    
303213700       19890506  15600               24.69                    
303213700       19891017  20700               29.53                    
303213700       19910323  11600               20.30                    
303213700       19911203  13900               22.79                    
303213700       19930305  18800               24.37                    
303213700       19940212  24700               31.44                    
303213700       19950519  15300               22.60                    
303213700       19960516  26800               33.46                    
303213700       19970304  16100               21.98                    
303213700       19980321  20300               25.46                    
303213700       19990125   7020               13.62                    
303213700       20000713   7640               14.34                    
303213700       20010709  13000               20.03                    
303213700       20020503  42900               42.33                    
303213700       20030216  36900               38.40                    
303213700       20031120  23800               29.05                    
303213700       20041210   8090               14.84                    
303213700       20060409  10900               17.87                    
303213700       20070415  32100               35.13                    
303213700       20080406  12100               18.98                    
303213700       20090509  40500               40.80                    
303213700       20100206  14800               21.59                    
303213700       20110301  12500               19.38                    
303213700       20120427  19900               26.00                    
303213700       20130131  22700               28.23                    
303213700       20131207  1240012                                      
303213700       20150305  39000               39.80                    
303213700       20160503  11800               18.69                    
303213700       20170424  15700               22.38                    
303213700       20181222  19400               25.58                    
