Z08164300                       USGS 
H08164300       2928000964845004848285SW12100102332    332     159.28           
N08164300       Navidad Rv nr Hallettsville, TX
Y08164300       
308164300       193607                        39.00Bd                   
308164300       194006                        40.00Bd                   
308164300       19620428   3020               20.59                    
308164300       19630218   3230               20.90                    
308164300       19640319    908               14.86                    
308164300       19650606  10000               26.43                    
308164300       19651104  11900               27.53                    
308164300       19670922  19500               30.34                    
308164300       19680624  12800               28.28                    
308164300       19690222  10800               26.70                    
308164300       19700527   4050               21.69                    
308164300       19710805  10200               26.40                    
308164300       19720512  14400               28.82                    
308164300       19730613  28400               32.91                    
308164300       19740913  53500               36.05                    
308164300       19750525  19200               30.00                    
308164300       19760602   4510               22.53                    
308164300       19770421  19300               30.01                    
308164300       19780913  10200               26.53                    
308164300       19790607  20900               30.45                    
308164300       19800520   3520               21.20                    
308164300       19810901  36700               33.67                    
308164300       19811101  23800               31.15                    
308164300       19830521   8860               25.95                    
308164300       19831106   1740               17.71                    
308164300       19850224   5710               23.69                    
308164300       19851125  14200               28.78                    
308164300       19870604  12000               27.61                    
308164300       19871221   2280               19.11                    
308164300       19890515   4690               22.71                    
308164300       19900503   1330               16.31                    
308164300       19910415  12100               27.63                    
308164300       19920517  19600               30.09                    
308164300       19930622   8260               25.58                    
308164300       19940502   9070               26.07                    
308164300       19941018  22400               30.83                    
308164300       19960921   2480               19.50                    
308164300       19970608  16300               29.14                    
308164300       19971013  15300               28.82                    
308164300       19981018  28700               32.22                    
308164300       20000502   2200               18.94                    
308164300       20010315   8270               25.59                    
308164300       20020409   5490               23.49                    
308164300       20021105  20200               30.27                    
308164300       20040701   9540               28.02                    
308164300       20041123  30500               33.76                    
308164300       20051012    598               10.80                    
308164300       20070526   7820               26.63                    
308164300       20071119   6450               25.84                    
308164300       20090418  20900               31.61                    
308164300       20091004   4310               23.98                    
308164300       20110116    924               13.03                    
308164300       20120516   5670               25.29                    
308164300       20130403    320               12.38                    
308164300       20140527   2690               21.39                    
308164300       20150519  11500               28.52                    
308164300       20160419  21700               31.81                    
308164300       20170828  619009              36.38                    
308164300       20180330   3850               19.96                    
308164300       20181208   7680               26.29                    
