Z06892000                       USGS 
H06892000       3906590950038002020103SW10270104406    406     800.95           
N06892000       STRANGER C NR TONGANOXIE, KS
Y06892000       
306892000       19290421  15300               27.31                    
306892000       19300509   3250               22.15                    
306892000       19310805   2200               20.96                    
306892000       19311124   8700               26.36                    
306892000       19330518   2540               21.48                    
306892000       19340928    618               11.55                    
306892000       19350529   7050               25.85                    
306892000       19351014   7460               26.00                    
306892000       19370208   2700               22.00                    
306892000       19380823   3340               22.25                    
306892000       19390416   5880               25.30                    
306892000       19400620   3330               23.95                    
306892000       19410611   6300               25.35                    
306892000       19411010  18900               27.70                    
306892000       19430617   9900               26.50                    
306892000       19440423  11000               26.70                    
306892000       19441205  15500               27.40                    
306892000       19460619   2700               22.08                    
306892000       19470625   6500               25.47                    
306892000       19471204   3280               23.18                    
306892000       19490708   5500               25.51                    
306892000       19500519   7300               25.79                    
306892000       19510712  33100               28.94                    
306892000       19520312   3610               24.35                    
306892000       19530527   1200               17.18                    
306892000       19540803   2020               19.86                    
306892000       19550221   3250               23.63                    
306892000       19560530   2170               19.47                    
306892000       19570630   5270               25.85                    
306892000       19580801  19100               29.46                    
306892000       19581117   4120               25.68                    
306892000       19600329   9540               26.71                    
306892000       19610914   7820               25.51                    
306892000       19611013  20600               28.70                    
306892000       19621007   2410               19.46                    
306892000       19640623   2790               18.11                    
306892000       19650923  10100               26.24                    
306892000       19660613   5290               22.86                    
306892000       19670612  17800               26.25                    
306892000       19680802   5530               23.09                    
306892000       19690622  12200               25.21                    
306892000       19700922   9730               25.54                    
306892000       19710227   3220               18.90                    
306892000       19720907   7910               24.67                    
306892000       19730928   7560               24.47                    
306892000       19731013  11300               26.09                    
306892000       19750424   4710               21.02                    
306892000       19760507   3580               18.77                    
306892000       19770913  14900               28.88                    
306892000       19771111   6130               24.48                    
306892000       19790730   4080               20.67                    
306892000       19800401   6620               23.66                    
306892000       19810728   8210               24.93                    
306892000       19820610  18400               27.52                    
306892000       19830403   6950               24.25                    
306892000       19840615   4070               20.28                    
306892000       19850924  11400               25.90                    
306892000       19851011  15100               26.80                    
306892000       19870320   5400               22.84                    
306892000       19880131   1490               12.35                    
306892000       19890909   9080               25.18                    
306892000       19900516  13400               26.42                    
306892000       19910506   2250               14.86                    
306892000       19920717   5580               22.06                    
306892000       19930710  11100               25.83                    
306892000       19940428   5700               22.29                    
306892000       19950525   7860               24.80                    
306892000       19960607  14100               26.10                    
306892000       19970412  12900               25.84                    
306892000       19980726   5100               22.34                    
306892000       19981005  15100               27.74                    
306892000       20000620   4660               21.37                    
306892000       20010621  40000               29.81                    
306892000       20020513   4050               19.46                    
306892000       20030623   3250               18.47                    
306892000       20040828   4250               19.99                    
306892000       20050606   7460               23.86                    
306892000       20051002  33400               29.33                    
306892000       20070507  22700               27.81                    
306892000       20080913   6310               23.32                    
306892000       20090427   8190               23.76                    
306892000       20100514   6570               22.96                    
306892000       20110527   5730               21.46                    
306892000       20120321   3090               15.05                    
306892000       20130531   3840               16.89                    
306892000       20140612   3750               16.86                    
306892000       20150606   76202              24.125                   
306892000       20160527  183002              27.415                   
306892000       20170822   67602              23.185                   
