Z03186500                       USGS 
H03186500       3822440802903005454101SW05050005128    128     2193.59          
N03186500       WILLIAMS RIVER AT DYER, WV
Y03186500       
303186500       19291003  11500               12.00                    
303186500       19310404   5440                8.00                    
303186500       19320704  22000               18.45                    
303186500       19330811   5080                8.12                    
303186500       19340304   7600                9.90                    
303186500       19350807   6860                9.38                    
303186500       19360317   9250               11.04                    
303186500       19361207   5460                8.42                    
303186500       19371028   6860                9.40                    
303186500       19390203  10400               11.68                    
303186500       19400627  11400               12.38                    
303186500       19410405   3420                6.82                    
303186500       19420516   9890               11.45                    
303186500       19430313   5720                8.08                    
303186500       19440222   7000                9.05                    
303186500       19450101   6400                8.35                    
303186500       19460107  10100               11.07                    
303186500       19470325   5440                7.85                    
303186500       19480214   9050               10.35                    
303186500       19481215   5440                7.79                    
303186500       19500131   8030                9.67                    
303186500       19501207   6510                8.58                    
303186500       19520311   7890                9.55                    
303186500       19530221   7190                9.10                    
303186500       19540715  12000               12.33                    
303186500       19550305  13600               13.30                    
303186500       19560806   9100               10.58                    
303186500       19570129   8500               10.17                    
303186500       19571208   5160                7.93                    
303186500       19590122   5860                8.44                    
303186500       19600404  11500               12.20                    
303186500       19610506   5580                8.15                    
303186500       19620321   7900                9.75                    
303186500       19630306   7170                9.44                    
303186500       19640305   9540               11.08                    
303186500       19650207   4550                7.23                    
303186500       19660213   5700                8.27                    
303186500       19670307  12500               12.82                    
303186500       19680313   3980                6.71                    
303186500       19690820   4950                7.59                    
303186500       19691231   9600               11.12                    
303186500       19701222   6510                9.01                    
303186500       19720226   8840               10.65                    
303186500       19721101   8500               10.44                    
303186500       19740602  11500               12.23                    
303186500       19741225   5710                8.28                    
303186500       19751231   5570                8.15                    
303186500       19761009  10300               11.54                    
303186500       19780126  12600               12.90                    
303186500       19781206   7960               10.10                    
303186500       19800409   4680                7.35                    
303186500       19810610  19200               16.55                    
303186500       19820610   6210                8.71                    
303186500       19821129   4600                7.54                    
303186500       19840830  21500               17.73                    
303186500       19850710   6600                8.99                    
303186500       19851104  19400               16.69                    
303186500       19861224   6150                8.67                    
303186500       19871129   3660                6.76                    
303186500       19890426  14900               14.15                    
303186500       19891231   6340                8.80                    
303186500       19910323   9280               10.90                    
303186500       19911202  15100               14.26                    
303186500       19921217   5110                7.95                    
303186500       19940209  12200               12.65                    
303186500       19950115   6230                8.72                    
303186500       19960119  20700               17.36                    
303186500       19970603   6900                9.21                    
303186500       19980108  11300               12.10                    
303186500       19990115   4920                7.80                    
303186500       20000219   9650               11.03                    
303186500       20010729  10200               11.37                    
303186500       20020507  10800               11.80                    
303186500       20030510   9310               10.82                    
303186500       20031119  20000               16.99                    
303186500       20050328   8050               10.01                    
303186500       20051129  15300               14.48                    
303186500       20070302   7780                9.83                    
303186500       20080304  10300               11.44                    
303186500       20081211   8740               10.46                    
303186500       20100125  14800               14.17                    
303186500       20101201   8510               10.31                    
303186500       20120301   5100                7.94                    
303186500       20130131   9550               10.97                    
303186500       20140516  10100               11.33                    
303186500       20150311   7560                9.68                    
303186500       20160623  31900               22.75                    
303186500       20170525   6920R               9.36                    
303186500       20171024  12300R              12.89                    
303186500       20190124   5120                7.97                    
