Z06910800                       USGS 
H06910800       3834010955741002020111SW10290101177    177     1048.32          
N06910800       MARAIS DES CYGNES R NR READING, KS
Y06910800       
306910800       19690627  30600               25.22                    
306910800       19700419   8890               21.37                    
306910800       19710723   4830               18.29                    
306910800       19720507   4460               17.83                    
306910800       19730927  18400               23.70                    
306910800       19731011   8290               22.93                    
306910800       19750617   6620               21.68                    
306910800       19760428   4220               18.27                    
306910800       19770619  24300               24.79                    
306910800       19771109   5040               19.90                    
306910800       19790303   4040               17.85                    
306910800       19800330   8290               22.93                    
306910800       19810703   7490               22.42                    
306910800       19820529  67400               27.47                    
306910800       19830401  13500               23.36                    
306910800       19840609   7260               22.03                    
306910800       19850923  10300               22.81                    
306910800       19851010  23100               24.63                    
306910800       19861003   4780               19.36                    
306910800       19880402   1980               11.19                    
306910800       19890829   1740               10.17                    
306910800       19900516   3340               15.96                    
306910800       19910527    575                5.11                    
306910800       19920705  19500               24.25                    
306910800       19930722  25200               24.65                    
306910800       19940428   2170               11.27                    
306910800       19950517  24100               25.88                    
306910800       19960601   7440               22.16                    
306910800       19970411   8290               22.44                    
306910800       19980317   3700               16.07                    
306910800       19981102  16000               24.49                    
306910800       20000225   3150               14.15                    
306910800       20010621   4870               19.96                    
306910800       20020509   4010               17.57                    
306910800       20030419   4960               19.10                    
306910800       20040725  11500               23.51                    
306910800       20050513  14000               24.12                    
306910800       20060429   3050               13.71                    
306910800       20070507  20700               25.39                    
306910800       20080217   4570               18.04                    
306910800       20090909  14100               24.14                    
306910800       20100513   7350               22.18                    
306910800       20110227   1560                8.88                    
306910800       20120323   2100               10.26                    
306910800       20130531   1660                8.74                    
306910800       20140610   5250               19.86                    
306910800       20150524  10300               23.17                    
306910800       20160427  10700               23.92                    
306910800       20170329   9770               21.86                    
