Z03069500                       USGS 
H03069500       3907170794031005454093SW05020004722    722     1589.93          
N03069500       CHEAT RIVER NEAR PARSONS, WV
Y03069500       
303069500       18440706  8500027                                      
303069500       18880710  710007              20.503                   
303069500       19131114  28000               13.403                   
303069500       19150107  26000               13.003                   
303069500       19160112  26200               13.053                   
303069500       19170312  50500               19.053                   
303069500       19180313  34600               15.603                   
303069500       19190102  32600               15.023                   
303069500       19191207  19500               11.373                   
303069500       19210303  12900                9.253                   
303069500       19211224  19000               11.183                   
303069500       19230201  19000               11.003                   
303069500       19240329  41100               17.503                   
303069500       19250319  11800                8.753                   
303069500       19260818  18400               10.803                   
303069500       19270121  15700               10.003                   
303069500       19280430  24400               12.473                   
303069500       19281201  17200               10.473                   
303069500       19291002  31200               14.203                   
303069500       19310404  11200                8.433                   
303069500       19320204  42800               18.033                   
303069500       19330516  20200               11.333                   
303069500       19340305  18700               10.893                   
303069500       19350120  18000               10.683                   
303069500       19360317  36700               16.193                   
303069500       19370426  20100               11.283                   
303069500       19371028  36300               16.083                   
303069500       19390203  37400               16.413                   
303069500       19400211  20600               11.473                   
303069500       19410704  14700                9.263                   
303069500       19420516  16900               10.393                   
303069500       19421228  16400               10.253                   
303069500       19440223  32300               14.303                   
303069500       19441226  22600               11.416                   
303069500       19460107  21000               11.04                    
303069500       19470325  15100                9.45                    
303069500       19480214  33400               13.40                    
303069500       19481216  30000               12.81                    
303069500       19500131  16100                9.87                    
303069500       19510201  19300               10.82                    
303069500       19520128  16800               10.14                    
303069500       19530221  16400               10.00                    
303069500       19540301  15700                9.80                    
303069500       19541015  81000               19.08                    
303069500       19560528  42900               14.84                    
303069500       19570210  33700               13.45                    
303069500       19580407  22900               11.36                    
303069500       19590122  23300               11.52                    
303069500       19600331  30000               13.05                    
303069500       19610226  23300               11.51                    
303069500       19620322  34000               13.50                    
303069500       19630319  52400               16.18                    
303069500       19640305  34000               13.50                    
303069500       19650102  20100               10.76                    
303069500       19660430  21500               11.08                    
303069500       19670307  44000               15.00                    
303069500       19680524  28700               12.72                    
303069500       19690325  15200                9.552                   
303069500       19691231  28500               12.66                    
303069500       19701222  35700               13.78                    
303069500       19720623  35700               13.79                    
303069500       19721006  37200               14.03                    
303069500       19740602  29600               12.92                    
303069500       19741225  18900               10.48                    
303069500       19760101  17200               10.08                    
303069500       19761009  40900               14.56                    
303069500       19780703  31600               13.35                    
303069500       19781221  25900               12.08                    
303069500       19791010  22800               11.38                    
303069500       19810606  26000               12.12                    
303069500       19820320  29000               12.78                    
303069500       19830424  18900               10.48                    
303069500       19840214  31000               13.232                   
303069500       19850531  28600               12.68                    
303069500       19851105 170000               24.30        1844          
303069500       19870119  16500                9.876                   
303069500       19880120  16600                9.90                    
303069500       19890306  29100               12.62                    
303069500       19900526  42500               14.79                    
303069500       19901231  25000               12.00                    
303069500       19911203  30600               12.93                    
303069500       19930401  22300               11.47                    
303069500       19940209  78300               18.85                    
303069500       19950806  19700               10.94                    
303069500       19960119  90100               19.84                    
303069500       19961108  25900               11.94                    
303069500       19980619  26400               12.04                    
303069500       19990122  22600               11.28                    
303069500       20000219  57800               16.72                    
303069500       20010729  22700               11.31                    
303069500       20020320  42600               14.69                    
303069500       20030919  40800               14.43                    
303069500       20031119  31100               12.87                    
303069500       20050329  24800               11.73                    
303069500       20051130  21900               11.14                    
303069500       20070415  34500               13.44                    
303069500       20080305  41300               14.50                    
303069500       20081212  32300               13.08                    
303069500       20100125  37000               13.84                    
303069500       20110907  23900               11.55                    
303069500       20120301  25500               11.86                    
303069500       20130829  38300               14.04                    
303069500       20131207  38900               14.14                    
303069500       20150311  36100               13.71                    
303069500       20160930  22200               11.20                    
303069500       20170729  42400               17.30                    
303069500       20180416  40100               16.90                    
303069500       20190630  44600               17.68                    
