Z08195000                       USGS 
H08195000       2929180994216004848463SW12110106389    389     1203.71          
N08195000       Frio Rv at Concan, TX
Y08195000       
308195000       19230918 100000               28.80                    
308195000       19231102   1200                4.72                    
308195000       19250528   1800                4.30                    
308195000       19260723  24000               14.50                    
308195000       19270715    800                3.30                    
308195000       19290529   2000                4.50                    
308195000       19301006  52600               22.30                    
308195000       19320701 162000               34.44        1869          
308195000       19330525    388                2.29                    
308195000       19340404   3100                4.75                    
308195000       19350614 106000               29.40                    
308195000       19360916 119000               30.65                    
308195000       19370604    622                2.65                    
308195000       19371229    668                2.72                    
308195000       19390713  21300               12.90                    
308195000       19400703   1360                3.57                    
308195000       19410427   6720                7.04                    
308195000       19411024   5260                6.32                    
308195000       19421015   1200                3.45                    
308195000       19440606   2080                4.20                    
308195000       19450118   1560                3.77                    
308195000       19460927   12502               3.50                    
308195000       19461008  15000               10.46                    
308195000       19480611    195                2.33                    
308195000       19490225  29300               16.40                    
308195000       19500516    370                2.30                    
308195000       19510515  13900               10.47                    
308195000       19520527    906                3.27                    
308195000       19530901    105                4.02                    
308195000       19540525  13900               11.29                    
308195000       19550519   2760                6.66                    
308195000       19560703    231                4.34                    
308195000       19570424  11400               10.45                    
308195000       19580919  28400               16.12                    
308195000       19590626  18000               12.20                    
308195000       19591004   4340                7.46                    
308195000       19610618   4000                7.30                    
308195000       19620601   2260                6.33                    
308195000       19621020   3500                7.06                    
308195000       19640922   2580                6.54                    
308195000       19650623  13000               11.05                    
308195000       19660813  56500               22.45                    
308195000       19670720  10900               10.30                    
308195000       19671015   8750                9.53                    
308195000       19690412    151                3.98                    
308195000       19691005  37900               18.96                    
308195000       19710813  22800               14.28                    
308195000       19720507   9000                9.60                    
308195000       19730715  40100               19.60                    
308195000       19731013  35400               18.26                    
308195000       19741031   5740                8.15                    
308195000       19760507  13400               11.15                    
308195000       19770415  18200               12.74                    
308195000       19771022  20800               13.62                    
308195000       19790605   7390               13.62                    
308195000       19800929  28100               16.02                    
308195000       19810616  40900               19.82                    
308195000       19811013  30600               16.80                    
308195000       19830520    238                4.25                    
308195000       19831105   1300                5.51                    
308195000       19841231  47500               21.59                    
308195000       19851019  14700               11.58                    
308195000       19870529  35800               18.36                    
308195000       19880711  20000               13.33                    
308195000       19890219    129                3.99                    
308195000       19900503   7920                9.15                    
308195000       19910916  50700               22.40                    
308195000       19911029  15700               11.92                    
308195000       19930119   1020                5.27                    
308195000       19940513  14900               11.65                    
308195000       19950921  21100               13.71                    
308195000       19960915   4640                7.60                    
308195000       19970622  61000               24.40                    
308195000       19980823  59900               24.22                    
308195000       19981018   3640                7.06                    
308195000       20000610    108                3.91                    
308195000       20001023  35500               18.29                    
308195000       20020705  42100               20.13                    
308195000       20021009    687                4.90                    
308195000       20040406  35300               18.23                    
308195000       20041116   8040                9.20                    
308195000       20060702   7330                8.89                    
308195000       20070626  36400               18.55                    
308195000       20080310    106                3.78                    
308195000       20090910    272                4.17                    
308195000       20100416    800                4.97                    
308195000       20110109   47.0                3.59                    
308195000       20120510   5570                8.07                    
308195000       20130524   1440                5.61                    
308195000       20140526   8060                9.21                    
308195000       20150524  20600               13.52                    
308195000       20160925  14000               11.36                    
308195000       20170417    575                4.71                    
308195000       20180908  17000               12.35                    
308195000       20181008  23300               14.45                    
