Z06888500                       USGS 
H06888500       3903530961008002020197SW10270102318    318     961.64           
N06888500       MILL C NR PAXICO, KS
Y06888500       
306888500       19510712  772007              34.70        1935          
306888500       19540612   7930               19.30                    
306888500       19550413   3220               10.00                    
306888500       19560617   1280                7.15                    
306888500       19570516   8170               19.60                    
306888500       19580821  11100               22.58                    
306888500       19581007  14000               24.38                    
306888500       19600327  11100               22.54                    
306888500       19610522  19100               26.03                    
306888500       19620320   5990               16.32                    
306888500       19630615   9240               18.92                    
306888500       19640615   2710                9.30                    
306888500       19650921  12900               22.75                    
306888500       19651224   1410                7.32                    
306888500       19670621  17500               27.64                    
306888500       19680802  15200               26.13                    
306888500       19690427  22700               29.79                    
306888500       19700418  10300               20.13                    
306888500       19710212   4200               11.43                    
306888500       19720712   9370               18.82                    
306888500       19730926  42200               32.21                    
306888500       19731011  32200               30.75                    
306888500       19750622  11400               21.14                    
306888500       19760420   8240               17.78                    
306888500       19770619  23700               28.28                    
306888500       19780225   6400               15.16                    
306888500       19790223   6670               15.57                    
306888500       19800330  15400               24.60                    
306888500       19810627   6460               15.22                    
306888500       19820529  18400               26.23                    
306888500       19830521  16800               25.43                    
306888500       19840429  14500               23.97                    
306888500       19850929   9770               19.71                    
306888500       19851010  19300               26.61                    
306888500       19870527  10500               20.48                    
306888500       19880402   2900                9.65                    
306888500       19890909  13500               23.27                    
306888500       19900816  17600               25.83                    
306888500       19910427  17900               25.95                    
306888500       19920705  38500               31.03                    
306888500       19930725  26000               29.08                    
306888500       19940608   4690               12.68                    
306888500       19950517  35300               31.51                    
306888500       19960601  27000               29.70                    
306888500       19970411  14900               24.92                    
306888500       19980730  10900               20.64                    
306888500       19981005  22500               27.99                    
306888500       20000620   5910               14.43                    
306888500       20010620  10000               19.26                    
306888500       20020527   5140               11.43                    
306888500       20030424   3790               15.49                    
306888500       20040615  20700               28.14                    
306888500       20050605                      26.541                   
306888500       20060402   6520               12.93                    
306888500       20070507  23100               28.02                    
306888500       20080708  15100               24.79                    
306888500       20090427  25900               28.96                    
306888500       20100705  15300               25.37                    
306888500       20110422   7430               14.88                    
306888500       20120322   2450                7.88                    
306888500       20130502   2760                8.29                    
306888500       20140610  156002              26.915                   
306888500       20150605  112002              22.985                   
306888500       20160427  31800               30.39                    
306888500       20170329  11900               22.63                    
